task_Number,endpoints_location,bandwidth_demand
0,"[11, 7]","[2.538912546509729, 0.6946732063080077]"
1,"[11, 10, 6, 9]","[0.9616200625382487, 0.036629244957038676, 1.8949354788989936, 0.328663236714397]"
2,"[10, 11]","[0.49300188620023744, 0.06873981898568393]"
3,"[11, 10, 8, 9]","[2.0225632282106063, 2.392400212465273, 0.8399361396450874, 1.3585621858157617]"
4,"[6, 10, 8, 7]","[2.7552346111263093, 2.271438131414735, 1.8890860073875755, 0.8662552137640416]"
5,"[11, 6, 10]","[0.43348145108267344, 0.7128539896080714, 0.5442495033022781]"
6,"[9, 11, 6, 8]","[0.29837305351434873, 0.29294837533199225, 0.043006261802187695, 1.9973416282563785]"
7,"[10, 8]","[1.4486002927189707, 1.2396183884950769]"
8,"[8, 10, 9]","[1.3039182200173707, 0.6922194520934675, 2.2651836693949665]"
9,"[10, 9, 7]","[1.3470804368702887, 1.9201031527380463, 1.8685280946326697]"
10,"[9, 7, 8]","[1.9218526159004061, 2.4141675242600655, 2.351024316184122]"
11,"[10, 8]","[0.15307018769145686, 0.3016312225890384]"
12,"[11, 6, 10, 9]","[1.8547786515141347, 0.840653473543146, 1.5749317436229695, 0.318799835087885]"
13,"[10, 8]","[0.33421438557758865, 1.0525020297666319]"
14,"[8, 7]","[1.1921862969681658, 2.4772729239568356]"
15,"[10, 7, 9, 11]","[0.6655527681491324, 0.3957537571287816, 1.507838326816393, 0.06769820318104935]"
16,"[6, 10, 7, 11]","[1.351529855836179, 0.07569325324866849, 0.03664294945718771, 0.6419011120260558]"
17,[8],[1.6023093849158987]
18,[8],[1.280602197981506]
19,"[6, 7]","[0.9554703359439966, 1.2492899406443712]"
20,"[9, 6, 8, 7]","[3.065558349446106, 0.581082300374315, 1.6032073578645316, 2.63116699372331]"
21,"[6, 7, 10, 11]","[0.8845605500329046, 0.7341943267546807, 0.2599466308567989, 0.2098447111806172]"
22,"[9, 6]","[1.0922775489155019, 1.829901947170139]"
23,[7],[2.518429106396386]
24,"[10, 9]","[0.3860549019379267, 0.9224383735591121]"
25,[9],[2.477549804432911]
26,"[8, 11, 6, 7]","[1.1406451884288324, 0.16507929374832586, 2.264393227624256, 2.1511970157004496]"
27,"[9, 10]","[2.5544284866467177, 1.7131688085102443]"
28,"[6, 7, 11]","[0.7764125381769712, 1.6817593582361279, 2.185794388929155]"
29,"[8, 10, 6, 11]","[1.2655998380469482, 1.73641877028329, 0.6160378969822606, 0.14322658277407385]"
30,[9],[0.4667962360459249]
31,"[6, 11, 8]","[1.7144385826093678, 1.1561868008661687, 1.1373379177270297]"
32,"[8, 11, 6]","[1.9125993065727975, 0.7866222492707461, 1.5269331091678153]"
33,"[9, 7]","[2.9767173310816215, 2.531748996658385]"
34,"[8, 11]","[2.216103502441488, 1.0368543050247463]"
35,"[10, 11, 9, 7]","[0.32570051908610687, 2.0297685337773403, 1.0184425763195644, 1.5814240989045396]"
36,"[8, 11, 6]","[0.3182430086535213, 1.9632850091605738, 0.6932751732359077]"
37,"[6, 7, 8, 10]","[1.4180701285799873, 0.2064822813260987, 1.2816746684887588, 0.6209067676279135]"
38,"[6, 9]","[0.6787515831308479, 1.1871565145187812]"
39,"[10, 6, 9]","[1.0871541737356338, 0.012933753987781405, 1.1993204667912563]"
