data_link, bandwidth_capacity
"(1, 2)",6.245710443492831
"(3, 2)",6.245710443492831
"(8, 2)",6.245710443492831
"(4, 10)",6.245710443492831
"(7, 1)",6.245710443492831
"(3, 0)",6.245710443492831
"(2, 8)",6.245710443492831
"(9, 3)",6.245710443492831
"(6, 0)",6.245710443492831
"(2, 1)",6.245710443492831
"(3, 9)",6.245710443492831
"(0, 5)",6.245710443492831
"(1, 4)",6.245710443492831
"(5, 4)",6.245710443492831
"(3, 4)",6.245710443492831
"(2, 5)",6.245710443492831
"(1, 0)",6.245710443492831
"(10, 4)",6.245710443492831
"(0, 1)",6.245710443492831
"(0, 3)",6.245710443492831
"(11, 5)",6.245710443492831
"(4, 1)",6.245710443492831
"(4, 3)",6.245710443492831
"(5, 11)",6.245710443492831
"(0, 6)",6.245710443492831
"(5, 0)",6.245710443492831
"(1, 7)",6.245710443492831
"(4, 5)",6.245710443492831
"(2, 3)",6.245710443492831
"(5, 2)",6.245710443492831
