task_Number,endpoints_location,bandwidth_demand
0,"[7, 11, 10, 6]","[0.8509126529307511, 1.1913166804240858, 2.6924351447872374, 0.7724314010802523]"
1,"[11, 10]","[0.0719560320708269, 1.7297748442161283]"
2,[9],[0.3489938382614045]
3,"[9, 8, 7, 6]","[2.4198667150413566, 0.026131510745154962, 1.4091514503898375, 2.903458008177842]"
4,"[7, 11, 6, 10]","[0.05855825195066522, 0.9766326825043266, 0.9640908289759682, 3.366407556327507]"
5,[6],[2.005658611229873]
6,"[10, 9, 11]","[1.3258852565030343, 2.5354405962171516, 1.4217021899032216]"
7,"[6, 10, 8, 11]","[1.579468504429181, 0.11943254771505651, 0.07165852928017391, 1.5890778196317286]"
8,"[8, 11]","[2.324793734924637, 0.3107034109792054]"
9,[6],[1.9340376349095587]
10,"[11, 10, 7]","[0.4600948241287305, 1.4747711503284582, 0.5351809468388349]"
11,"[10, 9, 7]","[0.7207575068479748, 1.4406170386660717, 2.7227609423352623]"
12,"[8, 6, 10]","[1.3982429597211448, 0.10449582793243373, 0.7778438283311804]"
13,[7],[1.1482330129694744]
14,[6],[0.335184783376531]
15,"[6, 7]","[1.904965016955268, 0.8992041788804561]"
16,[9],[0.8118535847195488]
17,[8],[2.466765548026565]
18,"[8, 7]","[2.1760724472323, 1.1614858740841494]"
19,"[8, 9, 6]","[0.807826995612485, 1.0303739049782545, 0.8587622083481947]"
20,"[9, 6, 7]","[2.6053408379517204, 1.4356474469331135, 1.9511757903777227]"
21,"[10, 6, 11, 7]","[1.2166218799534219, 1.2269748247900054, 0.31193413727823893, 1.9571989943558394]"
22,"[11, 7]","[1.3568936728386638, 0.48516471547616236]"
23,[8],[1.9369453793851807]
24,"[11, 10, 7]","[1.6001377567480168, 1.794970370369651, 1.2192857079758646]"
25,"[8, 9, 6, 7]","[1.050710772546981, 0.6826411509894095, 0.25819081142008415, 0.9385926199708917]"
26,"[6, 10, 9]","[2.2855219957932222, 0.5931351593596985, 1.210537059563254]"
27,[6],[0.9588079651153164]
28,"[8, 10, 9, 11]","[2.9278830496407036, 0.7426861250038427, 2.263870235369099, 1.6551446255660323]"
29,"[11, 6, 8]","[1.081892072532398, 0.8342964862220036, 1.6850455740163057]"
30,[8],[1.672551192803505]
31,"[11, 9]","[0.955169066786938, 2.4725016562654525]"
32,[11],[2.3401992969751575]
33,[11],[2.6375237862500973]
34,"[10, 9]","[1.9207789306166296, 1.5567096756720216]"
35,"[6, 10, 8, 11]","[4.39550204478825, 1.1849439594554614, 0.6996520806602027, 0.19629626303114256]"
36,[10],[0.5359312577334903]
37,[10],[1.0858071600490518]
38,"[6, 10, 8]","[0.7630678035640068, 1.6182834149040977, 1.6151836646192717]"
39,"[6, 9, 10, 11]","[2.294831600697741, 1.589774573070087, 0.7757144115900458, 1.5921134374473462]"
