task_Number,endpoints_location,bandwidth_demand
0,"[6, 8, 7, 11]","[0.14118231161661787, 0.6407414853818567, 0.010271147535333647, 0.3060799639777464]"
1,"[9, 6]","[0.41084925598102084, 0.8601940095353111]"
2,[7],[0.14689940138142177]
3,[10],[1.4502044157199474]
4,"[6, 10]","[0.8918474139611426, 2.2074586624794015]"
5,"[10, 6, 8]","[1.2106703076319996, 0.37682434897419803, 0.7860819648967607]"
6,"[9, 6, 10, 8]","[0.5412238145667363, 2.254739252119921, 0.5579551008807211, 1.664327462610374]"
7,"[7, 11, 9]","[2.472505625563386, 0.13518449889059725, 2.7688646553083895]"
8,"[7, 10]","[1.1862515991220413, 1.3509260666538991]"
9,"[8, 10, 11, 7]","[2.618779976477812, 1.3937634654703248, 3.3366365978019807, 2.711231373643183]"
10,"[7, 9, 6, 10]","[3.124581749368211, 1.1771663547820652, 0.13072669878627063, 2.928858288737542]"
11,"[6, 7]","[0.36258901927203013, 0.003656639446697474]"
12,"[10, 6]","[0.5667191505455538, 0.9795948308435317]"
13,"[6, 11, 8, 10]","[0.3686483109289679, 2.289877821034438, 0.15477779990230311, 2.375058302457037]"
14,"[7, 10, 11, 8]","[1.7424486881601482, 2.1173328676054926, 0.67676279248125, 1.3450720194795465]"
15,"[9, 7, 8, 10]","[0.8301780578000673, 0.37126111427843556, 1.1642864540894764, 1.5768177246297777]"
16,[11],[0.24893015609133884]
17,"[6, 9, 10, 11]","[1.3018572198193732, 1.6220732964338376, 1.2597577852562245, 2.252226862424258]"
18,"[11, 10]","[2.267951556363034, 0.654132837711807]"
19,"[7, 10, 6]","[1.3529219228469427, 0.10700401986068964, 1.414723739835354]"
20,"[11, 8, 10, 9]","[2.5913488704122645, 0.56875800346562, 1.301393848200843, 0.7416923879085318]"
21,[6],[1.5037476973274009]
22,"[10, 6]","[1.7342083298022217, 2.103851781098891]"
23,"[8, 10, 6]","[1.9407910578294825, 1.2546375772353906, 1.350887795668171]"
24,"[9, 10, 6]","[0.758716960448872, 0.7468398977714306, 1.8410511757522392]"
25,"[6, 10, 9, 11]","[2.209347128407007, 1.8492022648455888, 1.9775955214129841, 1.9185534872516297]"
26,"[6, 10]","[0.39655185979063745, 1.8155709814075904]"
27,[9],[0.8464458758613382]
28,"[7, 10]","[1.366396815221108, 3.6314440077386654]"
29,"[8, 10, 7, 9]","[1.3141345596728666, 1.1894601978465071, 1.91270662342236, 1.4307882989395055]"
30,[11],[0.28113887037802376]
31,"[7, 6, 8, 10]","[0.8147836659609592, 1.268723370983584, 1.6373233857784053, 2.6455459186019255]"
32,"[7, 6]","[2.4823102908653416, 1.29896693583589]"
33,"[11, 8, 7]","[1.6173344632565003, 2.748596842724994, 1.2586834028629676]"
34,"[9, 6, 8, 11]","[0.5706473828653166, 1.5274289757296007, 0.9686610842684547, 0.9364834268825375]"
35,"[8, 7, 9, 10]","[1.0948719754738394, 0.3663810901725899, 2.257290845151251, 1.6772124548701506]"
36,"[10, 11]","[0.6506765721547872, 2.092297748386107]"
37,"[9, 8, 7]","[1.9596892752931772, 1.1380118864640303, 0.9674706674498011]"
38,"[6, 8, 11]","[0.2369065351944406, 1.3931999770926473, 0.5630420387719075]"
39,"[11, 9]","[0.7614156290775514, 1.036364989161471]"
