task_Number,endpoints_location,bandwidth_demand
0,"[10, 8, 6, 11]","[2.620141924396239, 1.54567838822917, 0.48576733552116913, 0.9028547935781314]"
1,[8],[0.9924431266391806]
2,[9],[3.2241519351567636]
3,"[9, 6, 10]","[1.2326162671314695, 0.35506312355769953, 1.3318163999547543]"
4,[6],[0.904958706853822]
5,[9],[1.9906262672982438]
6,"[11, 7, 8, 6]","[0.24545807992964497, 0.4967194242384837, 2.6116597673660458, 1.938881756455859]"
7,"[9, 8]","[0.5546827593331801, 0.6892798055468048]"
8,"[10, 11, 9, 8]","[2.744102873475268, 1.6768832465079453, 2.148354205296207, 2.108616130663141]"
9,"[7, 9, 11]","[1.0482017043112504, 0.8183568427659292, 0.585258836235794]"
10,[7],[1.4862381294286866]
11,"[9, 11, 7, 8]","[1.0864889841591356, 2.4277872258472506, 1.6280071974099353, 1.341756453626746]"
12,"[11, 9, 8]","[0.8316149145142845, 0.563827399465664, 0.5846623401086334]"
13,"[8, 10, 7]","[0.9678234140007991, 1.144915901098579, 2.178404992541732]"
14,"[9, 11, 7, 10]","[2.0273578352588446, 0.8220412131814184, 1.39332673953926, 0.44371476949846433]"
15,[8],[0.18959598289329327]
16,[10],[2.4508013338527865]
17,"[11, 9, 10, 8]","[0.08515171395240173, 2.236928957046094, 2.938173439788865, 3.014044528474216]"
18,[6],[1.386093785299167]
19,"[11, 8, 7]","[0.8873637197590428, 1.3231479627139429, 2.208427856234787]"
20,"[8, 7]","[0.5176288065522332, 1.6484316788711038]"
21,"[11, 8]","[1.0542812416849037, 3.0507434522727794]"
22,"[6, 10, 9]","[0.6654774296448873, 1.870692617943833, 0.7100203841137653]"
23,"[7, 9]","[0.06440574134465005, 0.5562654499493884]"
24,"[11, 9]","[1.2044144615906587, 2.219801479481218]"
25,"[9, 8, 7]","[0.624937590063237, 0.568974422746261, 1.7726109356818807]"
26,[8],[3.1615768906977104]
27,[11],[1.681346934481203]
28,"[11, 7, 8]","[0.9464201818917141, 2.0334724476440384, 1.7602994754472185]"
29,"[6, 11, 9]","[4.152462724275191, 1.3958739759270813, 1.5894975206599147]"
30,"[9, 10, 7]","[1.5218639595123231, 0.5760090704129405, 1.5875647019993373]"
31,"[9, 7]","[0.1917656068792316, 1.4118997496521932]"
32,[8],[1.3486746933229983]
33,"[6, 11, 10, 8]","[0.3297841809812938, 2.307913744207541, 0.34138174200511373, 0.37467816828340783]"
34,"[8, 6, 10]","[0.26568704764519935, 3.0357037819937895, 2.6367056023094317]"
35,[11],[1.7326602232922417]
36,"[10, 6]","[1.1054560237990476, 0.6372045124317167]"
37,"[6, 10]","[2.0191926851679547, 0.7179009998543673]"
38,[6],[0.8498548093688387]
39,[7],[1.885431705581855]
