task_Number,endpoints_location,bandwidth_demand
0,"[10, 6]","[2.2296464761554553, 1.547355355632527]"
1,"[7, 8, 11, 10]","[1.1962134684063748, 2.4012166037478853, 0.6560442959268032, 2.0265225538602607]"
2,"[11, 7]","[1.061341011868336, 1.0215654043433624]"
3,"[6, 9, 10]","[0.9115059355464041, 0.957577232539859, 0.2731862785108856]"
4,[7],[0.9994324138530385]
5,"[11, 6]","[2.268123144798957, 1.046576613670257]"
6,"[6, 9, 11, 10]","[2.342919670783165, 1.8544293576102224, 0.47308869566551215, 0.6721332932017867]"
7,"[7, 6, 10]","[0.958578789753879, 0.43072880828956484, 1.2110014290816487]"
8,"[10, 8, 7, 11]","[1.4347188538031421, 2.5242035024674925, 0.8649552779250472, 0.47595499728352075]"
9,[7],[2.290076310109762]
10,"[6, 11]","[0.4335797840180824, 0.8462050575567158]"
11,[9],[1.0688018644415533]
12,"[9, 7]","[0.5719881882083357, 1.9003450384059777]"
13,[8],[0.04809342730962807]
14,[11],[1.173591443761843]
15,[7],[1.7753004599201279]
16,[10],[2.730644967458533]
17,[9],[0.9016948519704835]
18,[8],[0.7870759173501221]
19,"[10, 8, 11]","[1.9149960369538355, 0.08742472575581894, 3.53231664582121]"
20,[11],[2.109291348124508]
21,"[9, 10, 7, 6]","[2.239860857194721, 0.974868866994872, 3.0723920246019363, 0.6790554406398595]"
22,"[6, 7, 9, 11]","[0.8983645667795369, 2.2816460381989367, 1.0740731820608003, 0.24249315593614995]"
23,[7],[1.449125197000086]
24,"[7, 6, 8, 10]","[1.8425558751089297, 0.30869061715038004, 3.0056626764689116, 1.2842791906164759]"
25,"[11, 7, 6, 8]","[1.2681614987718797, 1.1228854392753835, 1.5022268308190918, 1.2808892457885208]"
26,[8],[1.837356123774577]
27,[6],[2.0661471466201546]
28,"[7, 8, 11]","[1.784571968159827, 0.03495523934214495, 1.2400978419073487]"
29,"[11, 10]","[0.0370100171156893, 0.45233030007757025]"
30,"[11, 7, 10]","[2.2685582696084836, 0.9015032037189528, 0.8173627304317582]"
31,"[7, 10]","[1.4955222138628521, 0.09417335977612717]"
32,"[8, 9]","[0.053778385993416, 1.6665487010946904]"
33,"[9, 8]","[2.007211324172366, 0.10214314945362124]"
34,"[11, 8, 7, 9]","[1.1329771969008955, 0.5880029016912014, 1.530134480152911, 1.9186123627505713]"
35,"[7, 11, 8]","[0.3552824795593955, 2.1049863391242716, 1.3680116511591738]"
36,"[6, 7, 11]","[1.2196258437555227, 0.3324805964235238, 1.229467238770341]"
37,"[6, 11]","[1.5669741517469897, 1.8798850819473512]"
38,"[10, 6]","[0.8893653295979999, 0.9217044151413856]"
39,"[7, 8]","[0.09890153950845537, 2.5525238689406384]"
