task_Number,endpoints_location,bandwidth_demand
0,"[9, 11, 8]","[2.2800277901079973, 2.937696200861948, 0.34459022109350157]"
1,"[9, 11]","[0.7216868779878678, 1.0361286278673545]"
2,"[6, 7]","[0.996327978210474, 2.280738879147767]"
3,[6],[1.923341203919572]
4,"[9, 8, 6, 7]","[1.3383941113272888, 0.6797177389175886, 0.3946062799336544, 1.6288854038198481]"
5,"[10, 6, 8]","[1.234017021727706, 1.3629621047142042, 1.2420187516813075]"
6,[6],[0.5904655734350372]
7,"[7, 9, 10]","[0.27199012294437885, 2.997909215009991, 0.043255944874843744]"
8,[6],[0.1884261472712263]
9,"[6, 7, 10]","[1.0056350248125294, 2.2695863332887773, 1.9468645563252025]"
10,"[10, 6]","[1.294586139264988, 2.3061087347327556]"
11,"[10, 6, 9, 8]","[0.04713618949216425, 1.1201720723027428, 0.006749908164148444, 1.4039970722746693]"
12,"[8, 7, 11, 6]","[1.2977646010994979, 0.9879588881268366, 1.0919564709309766, 2.6621279434463347]"
13,"[9, 7, 8, 10]","[1.6417588455866978, 0.23621011494614919, 1.2386576455106797, 1.1556127750346261]"
14,"[7, 10]","[1.5925665966793967, 2.3054829613849206]"
15,"[8, 10, 7]","[1.944140697201215, 0.30254285058511854, 0.8046672678983755]"
16,"[6, 8, 11, 10]","[1.128902556333228, 0.23466033203852033, 1.1220536758303923, 2.1234003807137363]"
17,[7],[1.642334934399373]
18,[6],[1.5712527670458245]
19,"[11, 8, 10]","[0.7538015984407779, 1.3754384754510598, 0.7435635989298488]"
20,"[10, 9, 11]","[2.965919742936186, 1.824404797726938, 1.1800049528328835]"
21,[9],[0.1814198245404487]
22,"[11, 7]","[0.6719387262981134, 1.6413062106678409]"
23,"[7, 9, 8]","[1.246761746927567, 2.4345108377345426, 1.4476701688252192]"
24,[9],[0.9489976347091672]
25,[11],[1.7002308997014213]
26,"[9, 8]","[0.6355523796305209, 1.6546577451293722]"
27,"[8, 10, 11, 7]","[0.07071421106269737, 1.015512138904587, 0.015904510484961, 1.280809577265026]"
28,[7],[1.5932467762318763]
29,"[6, 9, 7]","[0.6475656926640568, 1.8858592644409082, 0.5545916839530494]"
30,[7],[1.7456915602710859]
31,"[6, 10, 11, 8]","[2.141504972711756, 0.24357276746659995, 0.05216376938033529, 2.09109133882749]"
32,[8],[0.9655713414238545]
33,"[8, 7, 11]","[0.7745106289269836, 1.258369133975838, 4.1829662534266845]"
34,"[11, 9]","[1.667607808243078, 0.557609955207272]"
35,"[7, 10]","[1.1113273917056317, 1.8547017597416762]"
36,"[10, 7, 8]","[0.554483441671435, 2.5730257918371935, 1.2437625672715074]"
37,"[11, 9]","[2.637554444174874, 1.6970834475818242]"
38,"[11, 9, 10]","[1.1944261985922398, 2.0597815315504313, 1.3327725936638903]"
39,"[6, 9, 10]","[1.1120663981523558, 0.27695819381771025, 1.4031083892311111]"
