task_Number,endpoints_location,bandwidth_demand
0,"[8, 11, 10, 6]","[1.3943733803870415, 1.313642766522489, 2.63913524365071, 0.7592791524054956]"
1,[6],[2.0673996331322924]
2,"[8, 7, 10, 11]","[0.20275604761613364, 1.6692302943767618, 0.9931544582611311, 1.4458895932398974]"
3,[10],[1.8450419139958614]
4,"[6, 9, 7, 11]","[0.29054799173724666, 1.6911330549899286, 0.6998880359489954, 1.9188409038449823]"
5,"[11, 8, 10]","[1.8078174280448494, 1.4427615095736859, 0.9344248069283554]"
6,"[6, 11, 9, 8]","[0.5731340125656146, 1.3223890804063267, 1.9625361066946994, 1.3628923965696744]"
7,"[6, 8, 7]","[0.8693358619501628, 1.209017316092523, 1.8312033043212577]"
8,"[11, 6]","[1.875075687379383, 1.5998539401693779]"
9,"[9, 11, 7, 8]","[2.378537368729825, 2.0922767171926955, 0.9597838703185524, 0.7722086277063436]"
10,"[8, 9]","[1.056568535350235, 1.3477821938908483]"
11,"[6, 8]","[0.8271764398901535, 0.3223024186287655]"
12,"[11, 8]","[0.2114177031040162, 0.47226797561155576]"
13,"[11, 8, 6, 9]","[1.5466287010825504, 2.5287398685343776, 1.666176631906228, 2.639131589752829]"
14,"[11, 7, 10]","[1.4226086691969322, 1.9012288749216406, 3.0899707191484542]"
15,"[8, 6]","[0.11864971649636424, 1.2752044230879411]"
16,"[8, 6, 7]","[1.754814069819317, 1.576846759044548, 1.5289606968609797]"
17,[8],[2.0746292064027396]
18,"[8, 7, 10]","[1.1031024808885652, 0.6520458089088812, 0.4844391486655143]"
19,[6],[3.270480056125065]
20,"[10, 7, 11]","[0.9598858343497627, 0.5136505305179795, 1.79926403115814]"
21,[8],[1.1249015356853322]
22,"[7, 10, 6]","[0.06764924276039841, 2.621756218385587, 0.1800550827701648]"
23,[11],[2.353211111071289]
24,"[7, 11]","[1.2433537728052646, 1.3660728078890143]"
25,"[10, 8]","[2.3710192075857264, 0.23480495610689822]"
26,[7],[0.7613327952818221]
27,"[7, 6, 9, 11]","[0.7242644962342961, 1.675204866698095, 1.425760253365699, 2.6206979984560057]"
28,"[7, 8]","[2.0000430060417003, 1.6015926894521657]"
29,[10],[1.654456357808189]
30,"[7, 11, 6]","[1.0396946095902142, 0.8664704256778748, 0.759834970030864]"
31,[11],[1.3182408860449313]
32,"[6, 10, 9, 8]","[2.0535959697339408, 0.4594351124774644, 1.2757555182294793, 2.9089531048525963]"
33,"[9, 10, 11]","[0.711021143237027, 0.7822973341363053, 2.3679256016939867]"
34,"[8, 9]","[0.5817948766742893, 2.1105112306396414]"
35,"[6, 9, 11]","[0.6427943149638118, 0.7642447142897268, 0.34225531599840486]"
36,"[11, 6]","[0.17875232130216345, 0.5275643406852997]"
37,"[7, 10, 6]","[0.06670985511607053, 1.542863452769481, 0.642272644255848]"
38,"[6, 10, 11, 7]","[1.1062480612591168, 0.688769226619566, 2.1858276983811056, 1.0641705488091884]"
39,"[10, 11, 7]","[1.5811781180914344, 1.9698519454850536, 3.6806514855396357]"
