,valuation coefficient
0,27.475809754222176
1,8.018754474164947
2,15.508525006838262
3,8.53925201460307
4,8.918475275378173
5,193.5339328710336
6,16.481233328176074
7,21.709298924993654
8,21.55710695170353
9,27.386892941842966
10,14.530944350278583
11,11.214050813881231
12,12.73712062938059
13,17.934772567925346
14,10.323354246944255
15,12.773313344863764
16,198.4971846526516
17,19.142855720940563
18,21.528902529103334
19,27.091434481586823
20,11.557310220458954
21,29.93414591424943
22,13.399977518289244
23,12.022551225803982
24,21.95143058739402
25,16.450932895088087
26,20.606357914751825
27,23.139186526383018
28,16.475535460610725
29,13.10683345144421
30,26.023089462518925
31,199.1917251168349
32,8.702966219375217
33,28.813657386630503
34,26.10354850105938
35,24.298533176339546
36,185.0281991385605
37,9.625567146319861
38,23.31454313976196
39,26.606908177666636
