,valuation coefficient
0,17.732098893280387
1,25.869849688045615
2,10.062650829123676
3,9.059715479724304
4,10.419104973080922
5,29.203854045610797
6,17.52380479631664
7,15.355430009182804
8,14.658552344063288
9,9.954915533728366
10,21.882157345469693
11,23.48008979555641
12,189.25720537463744
13,13.149055616352083
14,21.397901217257708
15,27.888084180551385
16,28.66846688480982
17,27.00471628965745
18,26.15593188084189
19,17.122454789805136
20,27.25277375151016
21,26.050542542317988
22,193.00271345917042
23,10.180007178420723
24,17.93262278290857
25,14.858657747533243
26,28.61301878196174
27,8.773987026264919
28,22.182355288966313
29,20.06967058883545
30,18.973026394307414
31,9.761708988118759
32,12.028541903447511
33,29.78671930022249
34,199.81797516989934
35,26.81698113361272
36,8.377018246370612
37,181.38265705010696
38,24.855893413512614
39,26.826805397268082
