task_Number,endpoints_location,bandwidth_demand
0,"[6, 10, 8]","[0.4764079846023105, 0.4796613573152215, 0.8667718726510873]"
1,"[11, 9]","[0.7906516381790447, 0.8065391422703866]"
2,[6],[0.14827104952173598]
3,"[10, 6, 9]","[0.9481776267390973, 0.7267698273323249, 0.287314902332532]"
4,[9],[2.081887645337881]
5,[6],[1.386539751311472]
6,"[10, 7]","[2.146477575298114, 1.4613111404269263]"
7,"[7, 8, 6, 9]","[0.1873541245858873, 1.5264888791641282, 0.3508846705168439, 1.3932170890087574]"
8,"[9, 8, 6]","[0.9663593778798257, 1.0661326668003246, 2.103416597316538]"
9,"[9, 11, 6, 7]","[0.41205453314652174, 1.9884018836727304, 2.4912523525755863, 2.112772204639973]"
10,"[9, 7, 11]","[2.1702428293672513, 0.878031033082804, 0.8091125309150904]"
11,[8],[0.6958766316925469]
12,[9],[0.26675853091475643]
13,"[9, 11, 7]","[2.3100747193962343, 1.7943816137764261, 1.8612963732518293]"
14,"[7, 6, 9, 11]","[0.30343205517131455, 2.8082332079552215, 0.6248199693180475, 0.8972817491213911]"
15,[8],[1.580384050346591]
16,"[10, 8]","[0.61202910547779, 1.0892554201332623]"
17,[8],[2.127251586967506]
18,[11],[0.2100486217532308]
19,"[9, 10, 11, 7]","[1.4979645301667395, 0.2716454674966141, 1.3033695038309623, 0.9991582533420285]"
20,"[10, 8]","[2.420570881321606, 1.1311952987198963]"
21,"[7, 10, 9, 8]","[1.7542541048736844, 0.7120896431094845, 1.3830231977613896, 1.6907153312715637]"
22,"[10, 9, 11]","[0.7751310175739713, 1.3479062542183042, 1.630744010091163]"
23,"[6, 11]","[2.7698866241500673, 1.8638339329949294]"
24,"[11, 6, 7]","[0.41020968936107527, 1.5764868361142779, 0.44790521664792693]"
25,"[6, 9, 10]","[1.348667535996685, 0.8599182638452574, 0.04754551096388604]"
26,"[7, 10]","[0.8936066757232121, 2.2230345261936657]"
27,"[11, 6]","[1.0370039370483306, 2.029302623885422]"
28,"[10, 6, 11, 7]","[4.119725719411411, 0.42750990940496014, 3.159048178688018, 2.06504727750921]"
29,[9],[0.8845675073976385]
30,"[7, 9, 6]","[2.5611458768922724, 1.3631380194160327, 1.8469255991286397]"
31,[10],[1.7928904248504014]
32,"[8, 7, 11]","[1.459292861422036, 1.0422553192471142, 0.7737200102599653]"
33,"[11, 9, 10]","[0.9565669034810161, 1.24317455756501, 1.250763523973705]"
34,"[11, 7]","[0.5230095694999721, 2.6920360226752464]"
35,"[10, 11, 9, 8]","[0.8998700487571951, 3.0433076662456573, 1.0500404766194509, 1.4081748864049821]"
36,"[10, 7]","[0.9677201775554809, 1.4227237561941484]"
37,"[8, 6, 11, 9]","[0.907846866881384, 1.0580404324338808, 1.7766212976776887, 0.630594697243418]"
38,"[6, 8, 10, 11]","[3.683113738948493, 1.1967266527856035, 1.631320955979747, 1.1868007277460086]"
39,[8],[0.24125488139289564]
