,valuation coefficient
0,22.72490322516999
1,23.915159880179004
2,28.014926747951147
3,192.76045035757838
4,10.879688914609776
5,186.77341691828653
6,21.21536849233898
7,20.05079859783479
8,14.303805568040243
9,9.245639998583302
10,25.774640608639423
11,16.612545791298793
12,9.080136873701079
13,19.783775874826336
14,13.241497925673059
15,21.77880595761684
16,23.743228053394706
17,184.6495957120847
18,29.08721434647667
19,11.215014820741906
20,20.587228895658146
21,24.045092585414984
22,8.86247994735737
23,18.25039736908856
24,19.041741932153357
25,14.116519062368793
26,195.11443916521642
27,12.49469059266552
28,24.332499702530782
29,26.121632416885785
30,18.32576155387954
31,25.951253972675318
32,16.770059753029066
33,20.943131880242326
34,11.50064013605181
35,11.642319356031683
36,12.51883113737965
37,26.734057130517854
38,26.868339320182713
39,29.834525590352342
