task_Number,endpoints_location,bandwidth_demand
0,[8],[1.039635670828107]
1,"[8, 6, 11, 10]","[0.5401546302592538, 2.851352389604268, 1.5687902227778197, 0.6898567588789517]"
2,"[11, 10, 9]","[0.7642133597487605, 0.6563788586746342, 1.7830427000927807]"
3,"[11, 8]","[1.2423819734912127, 1.1813293504696316]"
4,"[6, 11]","[2.401332144637704, 1.3333747870951944]"
5,"[7, 8, 6]","[1.7696125028138066, 0.8866835965900066, 0.7368985708807763]"
6,"[11, 6]","[2.764032932326798, 1.6298897648411481]"
7,"[7, 10, 11, 8]","[2.4673794061432965, 1.738705810923373, 0.8977351333477056, 0.5216311555737672]"
8,[7],[0.9310928683330799]
9,"[10, 6, 7, 8]","[1.349710457832981, 1.140742311540453, 1.6390282921247485, 0.6050943215109158]"
10,[9],[0.30837334557486606]
11,"[11, 7]","[1.7694132868761105, 2.765245315850449]"
12,[10],[1.937579820396166]
13,"[10, 8, 7]","[0.8916056982211383, 0.03213321551772552, 1.6239663125731982]"
14,"[8, 9, 10, 6]","[1.4657326403074122, 0.44590130248713256, 0.6389525269893499, 2.157613036389128]"
15,"[7, 9, 6, 11]","[0.903012776588436, 2.3366719941092873, 1.9881445685278676, 3.0400490573038907]"
16,"[9, 7, 11, 10]","[0.9251820608185772, 0.9960580127937257, 1.19509989417016, 1.5758919301577958]"
17,"[10, 9]","[0.999396419370038, 0.7101530561641434]"
18,"[8, 11, 10, 6]","[1.6750965549427943, 1.8879362240216964, 0.8998245313065363, 2.0528187829262396]"
19,"[7, 9, 6]","[2.6801579177504324, 1.2177303100702128, 0.41202072203776585]"
20,"[9, 7, 11]","[1.4067378245231383, 0.8805903144007855, 1.114440895238339]"
21,"[9, 7, 10]","[1.2812319100905432, 1.6264603830054152, 2.1882892791797635]"
22,"[6, 11, 9]","[0.2163506842906746, 0.25223495728572043, 1.0996057500476883]"
23,"[7, 6, 8]","[0.6547045338306585, 1.0122373100316588, 1.5563318464206957]"
24,[11],[1.6229593453181557]
25,[11],[1.2181562833716117]
26,"[10, 7, 6]","[0.8139941786852103, 0.32521594627041406, 0.5116710833662217]"
27,"[6, 11, 10]","[1.5666643155395916, 1.7263601972325069, 1.2897555450123184]"
28,"[8, 10, 6]","[0.27497927290400925, 1.2903174360290457, 3.000881463743643]"
29,"[10, 6]","[2.1985229258738865, 0.7285525449844248]"
30,"[11, 7, 8, 6]","[1.5119274467359314, 1.6463552084352433, 1.8296621156349522, 0.8362814608107574]"
31,"[11, 8, 9, 7]","[1.6722158034177856, 0.8877441649597498, 0.747394444171626, 0.49818906206169444]"
32,"[6, 8, 9, 10]","[2.232550737604947, 4.000726738402527, 0.6272329566896535, 1.3859645865629662]"
33,[11],[1.7422651948810053]
34,"[11, 10, 6, 8]","[0.01917699616597901, 2.7394891401937023, 1.364946021510558, 1.178358125113504]"
35,[9],[0.7566088691994978]
36,"[6, 8]","[0.23663184724908926, 0.9973707421181618]"
37,"[7, 8, 11, 10]","[2.3632894906210935, 3.490985233366368, 1.077008457609503, 1.9213526847305675]"
38,"[8, 10, 7, 9]","[0.5936450760961357, 1.204206687597691, 0.9739870123266458, 2.1105689300830353]"
39,"[7, 9]","[0.8858475600959363, 1.1755576240466006]"
