data_link, bandwidth_capacity
"(1, 2)",5.189167174798913
"(3, 2)",5.189167174798913
"(8, 2)",5.189167174798913
"(4, 10)",5.189167174798913
"(7, 1)",5.189167174798913
"(3, 0)",5.189167174798913
"(2, 8)",5.189167174798913
"(9, 3)",5.189167174798913
"(6, 0)",5.189167174798913
"(2, 1)",5.189167174798913
"(3, 9)",5.189167174798913
"(0, 5)",5.189167174798913
"(1, 4)",5.189167174798913
"(5, 4)",5.189167174798913
"(3, 4)",5.189167174798913
"(2, 5)",5.189167174798913
"(1, 0)",5.189167174798913
"(10, 4)",5.189167174798913
"(0, 1)",5.189167174798913
"(0, 3)",5.189167174798913
"(11, 5)",5.189167174798913
"(4, 1)",5.189167174798913
"(4, 3)",5.189167174798913
"(5, 11)",5.189167174798913
"(0, 6)",5.189167174798913
"(5, 0)",5.189167174798913
"(1, 7)",5.189167174798913
"(4, 5)",5.189167174798913
"(2, 3)",5.189167174798913
"(5, 2)",5.189167174798913
