,valuation coefficient
0,195.46410875760327
1,15.524352090357237
2,19.799014384525044
3,12.237258498501255
4,28.789747193792145
5,12.583778469369548
6,15.308211742000019
7,9.808221100019333
8,28.896109445248886
9,21.617786039644606
10,25.92721608675928
11,29.860146883755622
12,12.369798793921468
13,21.881605730591797
14,183.54198590534494
15,193.0266415047601
16,198.66029656996886
17,26.964197807708032
18,12.857322468372299
19,8.51988481537688
20,13.16187102412088
21,14.56529170784515
22,18.075639344514556
23,11.676032322229013
24,14.27767199745833
25,20.00337375036805
26,24.68099273477091
27,27.265048904694293
28,21.249651923610415
29,23.915569901071255
30,12.942166847409194
31,25.39931158190913
32,29.008661986424773
33,18.876191956275903
34,23.40157993478167
35,17.118391861571823
36,29.31429505065953
37,22.437805041570304
38,20.625850029131968
39,24.767794434831053
