data_link, bandwidth_capacity
"(1, 2)",5.317086773136225
"(3, 2)",5.317086773136225
"(8, 2)",5.317086773136225
"(4, 10)",5.317086773136225
"(7, 1)",5.317086773136225
"(3, 0)",5.317086773136225
"(2, 8)",5.317086773136225
"(9, 3)",5.317086773136225
"(6, 0)",5.317086773136225
"(2, 1)",5.317086773136225
"(3, 9)",5.317086773136225
"(0, 5)",5.317086773136225
"(1, 4)",5.317086773136225
"(5, 4)",5.317086773136225
"(3, 4)",5.317086773136225
"(2, 5)",5.317086773136225
"(1, 0)",5.317086773136225
"(10, 4)",5.317086773136225
"(0, 1)",5.317086773136225
"(0, 3)",5.317086773136225
"(11, 5)",5.317086773136225
"(4, 1)",5.317086773136225
"(4, 3)",5.317086773136225
"(5, 11)",5.317086773136225
"(0, 6)",5.317086773136225
"(5, 0)",5.317086773136225
"(1, 7)",5.317086773136225
"(4, 5)",5.317086773136225
"(2, 3)",5.317086773136225
"(5, 2)",5.317086773136225
