task_Number,endpoints_location,bandwidth_demand
0,[6],[3.1906345840291004]
1,[11],[1.533651043893029]
2,"[8, 9, 6, 11]","[0.01538210745738755, 0.9585444289566601, 2.2178758972948227, 0.07981858426035293]"
3,"[9, 10, 8, 7]","[0.2999370154807469, 0.9673661121816949, 2.917156788499356, 2.077266675598248]"
4,[11],[1.0060590579007131]
5,"[9, 11, 7, 6]","[1.4742261947387463, 1.4370983196319047, 2.0876308821352603, 0.20721766227681182]"
6,"[6, 9, 11, 8]","[0.4313365247238995, 2.0251608017754603, 2.2457305835649355, 0.7939159541953817]"
7,"[8, 11, 9]","[3.1639149235888815, 0.8347905938544755, 0.8095988305926738]"
8,"[10, 11, 8, 9]","[0.38777251390658174, 1.1281554818325539, 0.6389224210702913, 2.5082399869127587]"
9,"[11, 10]","[0.514470620894572, 1.259191931509336]"
10,[6],[0.9189794432655489]
11,"[10, 11, 7]","[0.4159230327436797, 0.896257987703505, 0.5737500068016574]"
12,[10],[0.22529396211290098]
13,"[9, 6, 10, 11]","[1.0987624824184623, 1.3070739513099345, 1.74453912203606, 2.4020711171224436]"
14,"[11, 10]","[1.789326463618174, 0.5361583053622891]"
15,"[8, 6, 7, 10]","[1.302998372902461, 0.6155423885492999, 2.819128522696889, 1.8820298725133724]"
16,[8],[0.5116271019909007]
17,"[8, 10, 7, 6]","[0.9291328175309187, 0.2515295337149397, 0.5948247462274827, 0.6441517505349537]"
18,"[11, 6, 7, 8]","[1.8371916518474172, 0.11921656401359348, 2.259631615800515, 1.0837880453398074]"
19,[11],[1.6136360162593821]
20,[8],[1.7607643574619476]
21,"[11, 7, 8]","[1.8284413764477891, 2.0380853887728154, 2.064371390399005]"
22,"[10, 6]","[2.2088300513865433, 1.3158408162934456]"
23,"[8, 11, 7]","[1.1240584154949718, 0.5019871511052845, 0.7180317524518743]"
24,[9],[0.9988203500605997]
25,"[7, 11]","[1.4754234415064682, 0.5399970537918145]"
26,[8],[0.37330707814715947]
27,"[10, 6, 9, 7]","[1.1239543202570692, 0.5516456720280771, 1.331892130957641, 0.8025667976616364]"
28,"[6, 10]","[1.4718106479671451, 0.42504512633513236]"
29,[11],[0.31338565450075784]
30,"[6, 8]","[1.9067783308693227, 0.2037985412678971]"
31,"[11, 7, 6]","[0.7617510591595854, 1.6463000552432585, 0.4379263088958133]"
32,"[9, 7, 8, 10]","[0.6846537360716389, 1.4033988074577777, 1.6168108459912083, 2.772935704107564]"
33,[6],[0.10116587438275026]
34,"[6, 7, 11, 8]","[0.11733459339822627, 2.3418601784147812, 1.5625238230985965, 1.5617273275255512]"
35,"[7, 10]","[0.37507176027838995, 2.609584767837603]"
36,"[11, 7]","[0.030093146665282178, 0.8915586304213396]"
37,"[10, 8, 9, 6]","[0.505924305695804, 1.3315250667686747, 1.518091370035649, 0.818330185037701]"
38,[10],[2.453652876241955]
39,"[7, 10]","[1.6759689391757362, 1.5842099658702007]"
