task_Number,endpoints_location,bandwidth_demand
0,"[7, 11]","[0.5150645419048027, 2.467079441278589]"
1,"[9, 8, 6]","[0.7834663021034709, 0.40570956215037435, 0.5429391295391854]"
2,"[9, 10, 8, 7]","[1.2009116546990188, 0.7367826059697355, 1.02462473191199, 0.2381542452957245]"
3,"[10, 9, 7, 11]","[0.7275497449268035, 1.6803215979644657, 0.4324609456976054, 2.1748506247464836]"
4,[10],[2.746727322709285]
5,"[10, 8, 6, 11]","[1.0916966883409402, 0.5002015127573513, 0.2630040977854359, 0.026623111854574444]"
6,"[6, 7, 9, 10]","[2.6028071563586064, 0.995124192664614, 1.2987817011574994, 0.4776272563321642]"
7,"[7, 8, 11]","[0.9203090623286719, 1.3223623231542168, 1.1307210358652335]"
8,[9],[1.258834358460018]
9,"[9, 8]","[2.7843517517706147, 0.11445628619869053]"
10,"[8, 6]","[0.3763974564219389, 2.5171279570317213]"
11,[11],[1.2946836808642033]
12,"[9, 8]","[1.3976150758621173, 1.7357672228995442]"
13,"[6, 8, 11, 9]","[2.032042070585156, 0.9027528048985305, 0.5595644800822758, 0.7743624523774565]"
14,"[6, 10, 8, 9]","[1.4657761377275857, 0.9658287363778437, 0.730806901949423, 2.3439307303326657]"
15,"[10, 11]","[0.6348797259167002, 0.8406874853938159]"
16,"[10, 8]","[0.7965327875225248, 0.19118011214663233]"
17,"[6, 7, 11, 10]","[1.2059076845050563, 2.319099579002954, 1.453368597251313, 0.20284031662043678]"
18,[10],[0.6462140916831112]
19,"[11, 6, 7, 9]","[1.9073756624606355, 0.5699164095414395, 1.7785330643066368, 1.3631115683923725]"
20,[7],[2.3439612612336767]
21,"[7, 10]","[1.4317116025834944, 0.9847125710031699]"
22,"[9, 7, 11]","[0.5728097834323453, 2.011373859594639, 1.7506489438463237]"
23,"[7, 9, 8, 11]","[1.78275304403017, 1.17057794297226, 0.6874941132875558, 2.4600268949912456]"
24,"[11, 10]","[2.4000592357874684, 1.1273110943053075]"
25,"[9, 7, 11, 8]","[1.0680988483516265, 0.28082208337586, 2.674118157026917, 1.6646419987276415]"
26,"[10, 11, 9]","[0.9649024072222464, 0.305311977755394, 2.081862244319052]"
27,"[11, 10]","[0.7888145843420691, 2.8947303285227344]"
28,"[6, 7, 9]","[1.7888604071183403, 0.5960932498051744, 0.08200093013694176]"
29,"[6, 11]","[0.14581233278550787, 1.9100986683152144]"
30,"[7, 6, 8]","[0.4380364411702995, 2.7600626423033425, 0.8900804828638625]"
31,"[11, 7, 6, 8]","[0.5065387248226577, 1.5190749141874738, 1.3182916353777476, 0.7422967532835405]"
32,[8],[0.3347363387460428]
33,"[11, 9]","[1.5234798726885694, 0.6575220946266176]"
34,[9],[1.8452888154772533]
35,[7],[1.532834988064299]
36,"[7, 6]","[0.5387094545698072, 2.0629933577721413]"
37,"[7, 10, 9]","[1.3261279031081785, 0.17161737817388334, 2.6266751563535617]"
38,"[7, 9, 6, 10]","[0.955720164864039, 0.61480489626688, 0.8883636126908548, 1.6516578447322958]"
39,"[9, 10, 8]","[0.9733440277020882, 2.118668534265634, 1.1829159478958984]"
