,arrive_time,finish_time,start_time,usage_time
0,0.35149746744942645,4,2,2
1,0.6980496109117551,6,2,1
2,0.8805708753159791,5,1,3
3,1.1091853414482256,8,2,3
4,1.2375656280067782,6,2,3
5,1.6781515188889207,9,2,3
6,1.9433760803292766,7,3,3
7,2.056547622122238,7,4,1
8,2.666720132056076,8,4,2
9,3.007112568780357,6,4,1
10,3.0718591291968855,11,5,3
11,4.183825582190542,8,5,2
12,4.412344397776359,11,6,2
13,4.590319533725012,10,5,3
14,4.707523804279502,8,6,2
15,5.661087863254846,11,7,3
16,5.782759665782143,11,6,3
17,5.9177850269587005,11,6,3
18,5.987250562176571,11,6,3
19,6.001557436480816,11,7,2
20,7.020811610161635,11,9,3
21,7.149942417146748,11,9,2
22,7.151946494415753,10,8,2
23,7.268591820477574,10,8,2
24,7.5759425277488415,11,9,2
25,8.380721878351864,11,9,3
26,8.56170057971205,11,10,1
27,8.596886856417946,11,10,2
28,8.609819860487256,11,9,3
29,8.645824844792456,11,10,2
30,8.813075509766621,11,10,1
31,8.906300750107292,11,9,2
32,8.912539346726334,11,9,3
33,9.020412043956705,11,11,1
34,9.09790357768232,11,10,1
35,9.11406244017367,11,10,2
36,9.371851302430422,11,10,1
37,9.533950481582004,11,11,1
38,9.70568354795035,11,10,2
39,9.797036033179157,11,10,2
