,valuation coefficient
0,182.88052949770744
1,190.17570861678988
2,12.106349603685814
3,9.105737105039976
4,16.028382159448057
5,23.922594905582848
6,8.439100829030558
7,11.58757174765965
8,22.263059714556178
9,13.401627280743732
10,11.72525421182479
11,16.37768608080475
12,23.43770318175797
13,24.73350182227025
14,21.27426191810768
15,21.40482214618737
16,18.846630924931432
17,28.074307162420997
18,22.590263950381882
19,8.439751428251459
20,28.10077978921468
21,20.578095271065035
22,18.097093113130725
23,13.100187551910967
24,18.62399188866719
25,27.428846863417185
26,18.040715522672443
27,21.950515321255665
28,194.82096345955404
29,29.752714339897093
30,28.742182415430992
31,192.72643783413326
32,12.386852725563564
33,16.003632741945275
34,13.138106939766363
35,22.969906288444854
36,10.172197080344922
37,20.142765189800773
38,22.413746062813047
39,28.586492038092427
