,valuation coefficient
0,21.142176261079456
1,22.00280514748598
2,182.69126006928633
3,15.002001720536926
4,8.816077091156973
5,9.110508743387948
6,21.161624768140403
7,23.311425082303685
8,20.354261926080117
9,12.668682736169638
10,22.793880420826447
11,23.090283413773847
12,22.425988339721158
13,13.660663518510084
14,10.864659368551088
15,21.379716922205798
16,25.45201112660751
17,13.012533673816483
18,15.065124692229109
19,9.568015835164946
20,22.19501040504873
21,10.903354609897598
22,29.933774781366733
23,22.535297526848296
24,21.775160720781315
25,26.163454290330723
26,9.916823852515268
27,193.87474728523824
28,21.512317141723187
29,14.295137581231941
30,195.28226262968326
31,10.983414989875524
32,20.895830613848535
33,29.242159743679515
34,11.347181184216556
35,14.284084581107635
36,198.64603957525125
37,9.975856059390962
38,8.434114109145654
39,24.761916558083023
