data_link, bandwidth_capacity
"(1, 2)",7.379883279788025
"(3, 2)",7.379883279788025
"(8, 2)",7.379883279788025
"(4, 10)",7.379883279788025
"(7, 1)",7.379883279788025
"(3, 0)",7.379883279788025
"(2, 8)",7.379883279788025
"(9, 3)",7.379883279788025
"(6, 0)",7.379883279788025
"(2, 1)",7.379883279788025
"(3, 9)",7.379883279788025
"(0, 5)",7.379883279788025
"(1, 4)",7.379883279788025
"(5, 4)",7.379883279788025
"(3, 4)",7.379883279788025
"(2, 5)",7.379883279788025
"(1, 0)",7.379883279788025
"(10, 4)",7.379883279788025
"(0, 1)",7.379883279788025
"(0, 3)",7.379883279788025
"(11, 5)",7.379883279788025
"(4, 1)",7.379883279788025
"(4, 3)",7.379883279788025
"(5, 11)",7.379883279788025
"(0, 6)",7.379883279788025
"(5, 0)",7.379883279788025
"(1, 7)",7.379883279788025
"(4, 5)",7.379883279788025
"(2, 3)",7.379883279788025
"(5, 2)",7.379883279788025
