,valuation coefficient
0,189.94431395312688
1,13.689410504676223
2,14.988596861117824
3,20.039413183522605
4,17.08873250456175
5,24.485908917864705
6,19.668464212713484
7,16.90530259586628
8,8.961598943240855
9,20.03002319191632
10,20.629400622885527
11,183.42046376544533
12,9.07518559055207
13,10.591625005770101
14,19.640669902169584
15,15.37440883193698
16,12.521218366248934
17,182.03430164167224
18,18.98385834668138
19,26.88952183353816
20,29.24161019629109
21,13.476643176627498
22,19.690481785863785
23,28.178817575923773
24,15.437439832806591
25,14.521748890080243
26,20.970887853735643
27,21.0654968459033
28,8.874281165725185
29,22.97299093271944
30,16.584168347486244
31,11.634384167447566
32,23.477919904141384
33,16.09420663725065
34,19.52841040594261
35,198.90482353625328
36,17.185544706888336
37,16.939631694271498
38,19.91765348328039
39,8.853759409335023
