task_Number,endpoints_location,bandwidth_demand
0,"[8, 6, 9, 10]","[2.739013179314046, 0.8190061160546738, 0.974740101690373, 0.3772606400177919]"
1,"[8, 11]","[2.3901837664792476, 1.670744585918411]"
2,[9],[1.6753484955415299]
3,[9],[0.9232252680784032]
4,"[7, 6, 8, 11]","[2.125323011680428, 0.8590922054282202, 0.5745971158109313, 1.201669288309888]"
5,[7],[3.7471979817901926]
6,"[8, 10, 6, 9]","[1.1512920592060496, 2.253936320929152, 1.8621526694847899, 2.192976255746022]"
7,"[11, 9, 10]","[2.2213108435114943, 1.3207432230665752, 2.6542976213110396]"
8,"[11, 7, 8, 9]","[1.4367966596451618, 2.201346025172456, 0.582275755241833, 1.6615703084852316]"
9,[9],[1.5610567142921483]
10,"[6, 11, 9]","[0.22560578510099905, 0.07555046419632327, 0.7272786740668047]"
11,"[7, 6, 11, 8]","[0.3961203153538292, 0.34719932497785266, 1.083764520990267, 1.4590201279854809]"
12,"[11, 6]","[0.12160191306932122, 0.7783876154477438]"
13,[11],[2.00727755301856]
14,"[11, 8, 6]","[1.2609590294087483, 0.6257201636857458, 0.19040309505255593]"
15,"[11, 10, 6, 9]","[2.198679565566567, 0.7370387817475248, 1.6048212847582048, 1.481149117642128]"
16,"[6, 7, 9]","[0.5359253781879023, 1.3186640642483412, 2.0702018191845832]"
17,"[9, 7]","[1.3379269042498254, 2.8508139700571684]"
18,"[10, 11, 9, 7]","[0.8455486591487227, 0.5373317584646713, 1.569784215433199, 0.10169274354347979]"
19,"[10, 9, 7, 6]","[0.6146468820070787, 1.7047089421178563, 0.2264961340640922, 1.198325741658237]"
20,"[10, 9, 11, 6]","[2.409131462883588, 0.34521889015170537, 0.1946228065700264, 1.6124022640890927]"
21,[9],[0.35231899776087794]
22,"[10, 8]","[0.29393456699826115, 1.692535878151576]"
23,"[9, 7]","[1.5068677021814936, 1.550846677272877]"
24,[10],[2.1353837180824784]
25,[10],[1.9532635048841513]
26,[7],[1.3451469604124187]
27,[10],[0.9915347942919458]
28,"[10, 11, 6]","[0.36072485557549683, 1.0225874240552937, 1.6163852004602632]"
29,"[7, 10]","[0.9244473179902972, 2.6782780020520716]"
30,"[6, 10, 11]","[1.097020979518578, 0.3049731498347371, 0.789646206226953]"
31,[10],[1.5883601913670469]
32,"[7, 6]","[2.6512471757454095, 0.5764826276536456]"
33,[10],[2.5271733470975213]
34,"[10, 9, 11, 7]","[1.8204106967067206, 1.4235689204215407, 1.0613683813556736, 2.4647743305907657]"
35,"[11, 6]","[0.9934681917488314, 1.1517728151576334]"
36,[11],[3.416343224738462]
37,[7],[2.1461031868642966]
38,"[6, 10, 11, 7]","[0.7732093663690467, 1.4368904959157984, 0.15233329334578316, 0.3267037056043782]"
39,"[6, 7]","[0.7550057153224794, 0.1986720524712594]"
