task_Number,endpoints_location,bandwidth_demand
0,[7],[0.8854594268898498]
1,"[11, 7]","[0.3767774387527141, 3.182337080843077]"
2,[9],[2.732913647735709]
3,"[9, 7, 10, 8]","[0.5858073965797124, 1.9659924897937242, 0.37451171230065294, 0.7004175128998997]"
4,"[7, 9, 6]","[0.37527743164796135, 0.8320010704458594, 0.5204444716535186]"
5,"[11, 8]","[0.6513427674038847, 0.2504053307792091]"
6,"[10, 7, 8, 6]","[1.0247003345795225, 0.7002658584019008, 0.6268808480325821, 2.857948168795823]"
7,[9],[1.1012490239611032]
8,[9],[1.5029502935462138]
9,[6],[3.0953569993023304]
10,"[9, 11, 8, 7]","[1.9759797812682545, 1.0320222209703789, 1.7740315069850894, 1.2355417507592228]"
11,"[9, 10, 6]","[0.12821436251154328, 1.6448015115090855, 0.7199100630633468]"
12,"[11, 6, 8]","[1.2565661287788752, 2.074574663549794, 0.844218613758037]"
13,"[7, 11]","[1.7061996121894434, 1.3782521436247734]"
14,"[11, 7, 9, 10]","[2.4320609930952513, 1.5061107600162802, 0.46527544311283664, 1.4885019046614671]"
15,[7],[0.2559382726585794]
16,"[9, 6, 7]","[0.2802624774818925, 1.508600472516331, 1.398301216783376]"
17,"[9, 7, 6, 8]","[0.43272059416680697, 0.16605099957277103, 1.66176247024372, 0.9809687932767744]"
18,[11],[2.427974825426738]
19,"[11, 7]","[1.5750719671749858, 1.0709255805596034]"
20,"[11, 7, 10, 9]","[0.6202687663675164, 1.4922044389046327, 4.20166233835957, 1.247560824540422]"
21,"[11, 6, 8, 9]","[1.816343990328437, 0.8312819535820318, 1.0439415856250518, 2.0248597056486917]"
22,[6],[1.28567215482096]
23,"[7, 9]","[1.749477155777801, 1.7797156817864415]"
24,[10],[3.655503239811169]
25,"[8, 9]","[0.36457753796934333, 1.357053664323269]"
26,"[9, 11, 8]","[0.8861119069410698, 0.17471238401251032, 1.2933885868284558]"
27,[11],[3.0080750941582304]
28,"[6, 8, 11, 7]","[0.9559539411957191, 0.9180840995955105, 1.3070455115664648, 1.6282820812217804]"
29,[11],[1.6053258030269915]
30,"[11, 7]","[2.1642922278416297, 2.353915106776632]"
31,"[9, 7]","[0.1603683746167659, 0.9373936671361339]"
32,"[7, 6, 10, 11]","[0.7126540589106543, 3.155391001064554, 0.782459612565103, 1.1048243921478031]"
33,[9],[1.1750902607231921]
34,"[8, 6, 10, 7]","[1.259973687544865, 1.4706317781993727, 1.795062116383598, 0.9197629607640689]"
35,[7],[1.5666677944844487]
36,"[6, 8, 9, 10]","[0.4787251461479294, 2.5344121945088998, 0.7606804155977578, 1.7401402161333281]"
37,"[7, 11, 9, 10]","[0.2536844795301201, 2.1358777895429517, 0.7149974887722476, 0.7210248354390445]"
38,"[9, 10, 7]","[1.1743546697035916, 2.6227453740313456, 1.4653250303496517]"
39,"[8, 9, 6]","[1.1041776143778415, 1.660077464646802, 0.9822537963173761]"
