task_Number,endpoints_location,bandwidth_demand
0,[8],[1.6165686676653952]
1,[6],[0.6755338476447583]
2,"[7, 11, 6]","[1.8871028820808382, 1.1937780542411578, 0.5159291816859515]"
3,"[11, 8]","[1.0481326601629783, 0.570759003483233]"
4,"[9, 8, 6]","[0.8322729420526503, 0.5159944953155429, 1.6824460908406629]"
5,"[11, 8, 10, 9]","[1.520258515207669, 1.1572701381821255, 1.2580730172074222, 2.025033045318621]"
6,[11],[1.2381672093705092]
7,"[8, 9]","[1.6519226286743698, 1.0352138063887604]"
8,[6],[2.208243581550608]
9,"[10, 6]","[1.0121763507641122, 2.7501494407973097]"
10,"[11, 10]","[1.4092604431993527, 1.4361157778758684]"
11,[11],[1.864664113294148]
12,"[6, 8]","[0.45122783878898887, 0.628481224462843]"
13,"[9, 11, 8]","[0.9143102896090873, 1.1247921017993603, 0.6507556586124201]"
14,[6],[1.727990969911954]
15,"[8, 11]","[0.852364799109284, 1.3003529785933703]"
16,[11],[0.6598227539979593]
17,[9],[1.2505300775714565]
18,"[6, 8, 11, 9]","[0.8111816535427135, 1.1160315831937968, 0.8205985425054193, 0.6451984346416316]"
19,[7],[1.271550708736969]
20,"[11, 7, 10, 9]","[0.4265473039284182, 1.4839984167389766, 0.7596031838411084, 2.062919888262143]"
21,"[7, 10, 9, 11]","[2.503707716271866, 1.3685512123228905, 0.26137533297834137, 1.467923635059043]"
22,[6],[0.9045786226987177]
23,[7],[0.4384422342115306]
24,"[9, 6, 11, 10]","[0.11950461241548693, 0.4742558532485295, 0.7559356680537379, 0.8851587707105775]"
25,"[11, 7, 6, 8]","[3.188645709545705, 1.281593167737545, 0.45636729697060874, 2.292494138716949]"
26,"[10, 7, 8, 9]","[2.330261367788138, 1.4829009423480453, 0.5767499267666141, 2.1873870204014105]"
27,"[11, 7, 8]","[1.4092172035731694, 0.7764915787500133, 0.3902180844157902]"
28,[11],[3.0925206338834617]
29,"[10, 11, 9]","[1.4022140071177125, 3.9427914073320633, 0.0978303168528194]"
30,"[11, 7, 6, 9]","[1.480692377564122, 1.3101342147303083, 0.3501899301563398, 0.010785737601691547]"
31,[11],[1.0310142045363517]
32,"[7, 6]","[1.036854650823803, 2.2815057971320853]"
33,[8],[1.7525248133670064]
34,"[11, 8, 9]","[1.0418204190678315, 0.8172539224376507, 2.422012738903636]"
35,"[6, 7, 9]","[0.6334597001414838, 0.20064480072561586, 0.4913679871130424]"
36,"[6, 9]","[1.5424513052345818, 3.0861058477910044]"
37,"[11, 9]","[0.6999382252388376, 1.7285585307239026]"
38,[6],[1.2737204131368358]
39,"[7, 11]","[0.3412446335836842, 1.034724801304215]"
