data_link, bandwidth_capacity
"(1, 2)",6.819375223404348
"(3, 2)",6.819375223404348
"(8, 2)",6.819375223404348
"(4, 10)",6.819375223404348
"(7, 1)",6.819375223404348
"(3, 0)",6.819375223404348
"(2, 8)",6.819375223404348
"(9, 3)",6.819375223404348
"(6, 0)",6.819375223404348
"(2, 1)",6.819375223404348
"(3, 9)",6.819375223404348
"(0, 5)",6.819375223404348
"(1, 4)",6.819375223404348
"(5, 4)",6.819375223404348
"(3, 4)",6.819375223404348
"(2, 5)",6.819375223404348
"(1, 0)",6.819375223404348
"(10, 4)",6.819375223404348
"(0, 1)",6.819375223404348
"(0, 3)",6.819375223404348
"(11, 5)",6.819375223404348
"(4, 1)",6.819375223404348
"(4, 3)",6.819375223404348
"(5, 11)",6.819375223404348
"(0, 6)",6.819375223404348
"(5, 0)",6.819375223404348
"(1, 7)",6.819375223404348
"(4, 5)",6.819375223404348
"(2, 3)",6.819375223404348
"(5, 2)",6.819375223404348
