,valuation coefficient
0,19.812566194403203
1,10.934742185471894
2,25.93171186216535
3,11.855797282887778
4,28.787511832244892
5,19.881684472340005
6,13.088213929541444
7,194.58423637120023
8,17.037786463182847
9,21.620077135959882
10,13.95172704590971
11,28.99370379868219
12,21.56008724867751
13,20.014224889407867
14,8.452641053146142
15,8.610729353448928
16,14.160758424623324
17,26.47023830824363
18,22.684492097872777
19,9.082437494023448
20,17.41982454644402
21,19.91149458298964
22,13.266791625689411
23,180.45398665385667
24,199.27728218346766
25,27.500437785458928
26,23.32116393312333
27,15.697291330361217
28,10.266637376324127
29,10.827152382280936
30,11.060217782321034
31,8.086903067458698
32,14.525524441512456
33,199.55851637797974
34,22.35773080512473
35,9.397259405221487
36,25.385875975478278
37,16.223692262155765
38,21.789554706684306
39,9.250779770820692
