,arrive_time,finish_time,start_time,usage_time
0,0.14574549491022437,8,2,2
1,0.2753468032253259,11,1,2
2,0.5536604011186008,8,2,1
3,1.1892465400250474,11,3,2
4,1.4499034716650117,11,3,2
5,1.742026705579186,10,3,1
6,1.8748127314065866,11,2,2
7,2.0224822628478414,11,4,1
8,2.400382065040898,8,3,1
9,2.873051847893459,11,4,1
10,3.039123053407655,11,5,2
11,3.1815548111578815,11,5,3
12,3.6229589403373708,11,5,1
13,3.9898147621590963,11,4,1
14,4.076870280802861,11,5,2
15,4.473316453056826,11,5,2
16,4.491470796888313,10,5,1
17,4.4990485125362945,10,5,1
18,4.503505869672711,11,6,2
19,5.083099649576006,11,6,3
20,5.263995242971454,11,7,2
21,5.4198489095809546,11,7,3
22,5.48891947279578,11,7,2
23,6.0081609221591314,11,7,3
24,6.238122128846867,11,7,3
25,6.300235477735956,11,7,3
26,6.369222423714195,11,8,2
27,6.69794780613611,11,7,3
28,6.862416453664574,11,7,3
29,7.086451521631987,11,8,2
30,7.622904742769844,11,8,2
31,7.7677545772495735,11,9,2
32,7.885348774867527,11,8,3
33,8.139685199429955,11,9,2
34,8.333332507241334,11,10,1
35,8.350346860096696,11,9,3
36,8.353001759471463,11,9,3
37,9.042672172317278,11,11,1
38,9.57399109085991,11,11,1
39,9.80938863187805,11,11,1
