task_Number,endpoints_location,bandwidth_demand
0,"[9, 8, 11]","[2.1132606411341186, 1.1729313228242717, 1.7303843301476256]"
1,"[9, 10, 8]","[0.07330950086107535, 0.42101010862947863, 0.6229712643339793]"
2,"[7, 6]","[0.3778251940483841, 2.079392258414887]"
3,"[11, 7, 8, 6]","[2.9298245851626605, 2.011449035789596, 0.9248807486273354, 1.053854485437062]"
4,"[7, 9]","[0.341594767596591, 1.242361946059989]"
5,"[7, 6, 10, 11]","[1.460448328448941, 1.0689160936781295, 1.2373106035214918, 0.7101692859111584]"
6,[8],[0.6366086543154206]
7,"[7, 9]","[2.9867672838288133, 0.4655013569936448]"
8,[11],[1.0824914556533645]
9,"[10, 6, 9, 8]","[0.1987385284540546, 0.9252381192496734, 1.1408132715526493, 0.08482374699993223]"
10,[10],[0.19708684427893564]
11,"[11, 7]","[0.19337642918838693, 1.617678732375045]"
12,"[7, 8, 6]","[1.2486701899942863, 1.1483798816573532, 0.2576100635499131]"
13,"[11, 9]","[0.2501456566198218, 0.3554351480848702]"
14,"[11, 7, 9]","[1.0112339636227015, 2.0126060754869313, 1.1555696241223712]"
15,"[6, 8]","[1.9134294095636584, 0.34442482823013876]"
16,"[7, 9]","[1.4582849087000274, 2.390464628116704]"
17,"[10, 6, 9]","[0.7883771206998622, 2.1541647577428433, 0.7240302365698654]"
18,"[8, 7, 6, 9]","[2.1794508838337405, 0.5936475932898975, 0.6411646307048041, 3.1201132980785946]"
19,[10],[0.6357872111226393]
20,[6],[0.8447048597301127]
21,"[7, 10, 11]","[2.8763436507775713, 2.3691280898047182, 1.780642583681571]"
22,"[11, 9, 6, 7]","[1.3498820735138735, 2.375750005690481, 1.7078037579028478, 2.3202152415318933]"
23,[6],[2.5478088242158776]
24,"[8, 10, 9]","[1.4149607525637258, 0.8497874302335616, 1.1249673949641863]"
25,"[7, 11, 6, 8]","[0.18804619668714895, 1.5215826516592594, 2.050299643406605, 0.8927332068634839]"
26,"[11, 9, 8]","[0.9578131219087777, 1.489304082721664, 0.6522447957416999]"
27,"[10, 6, 9]","[1.4421931920483564, 2.717879689248795, 1.6131417849815475]"
28,[6],[1.539267780470435]
29,"[8, 9, 10]","[2.62377259023934, 0.32418912576311865, 2.18818753523981]"
30,"[7, 6, 11, 8]","[1.1315061978780747, 2.237114821405766, 0.20658039350184343, 1.3373479411739897]"
31,"[9, 11]","[2.0589188176161413, 1.9491093073064802]"
32,"[7, 8]","[1.1188073669258705, 2.7672082662529487]"
33,"[6, 9]","[2.616707570131228, 1.8578194774888335]"
34,"[8, 11]","[1.5924772709905788, 1.4856210575509134]"
35,[10],[0.3383235439291047]
36,[10],[0.5935200681504096]
37,[11],[1.7990866558623009]
38,"[9, 10, 8, 6]","[2.2725398275570963, 1.6648949134993294, 2.7034055779760706, 0.6675619832288653]"
39,"[11, 6, 8, 10]","[0.8738086640979646, 2.0687336152399673, 2.1144915047557182, 0.9637588956675174]"
