task_Number,endpoints_location,bandwidth_demand
0,"[6, 8]","[0.2715096177625592, 0.761459056363486]"
1,"[6, 11]","[1.6898495610624427, 0.6136723750680375]"
2,"[7, 9, 8, 6]","[0.12930610839826162, 0.5090566425322482, 0.7090628879261666, 1.6070301896019656]"
3,"[8, 11]","[0.9886369388703689, 2.0485872222103008]"
4,[8],[2.8537738290994783]
5,"[8, 7, 6]","[0.482523563235969, 0.11713281702001788, 0.7374900401545526]"
6,"[10, 9, 11, 7]","[0.6074242882189688, 0.1137567539370703, 1.5480749084766487, 1.2577663999380937]"
7,"[8, 7]","[1.0523574963817326, 0.3685199332301632]"
8,"[11, 8, 10]","[1.4011239516778695, 0.7396423973937355, 2.6862863969492685]"
9,"[6, 7, 11, 9]","[2.4821214841028825, 1.3844323875872486, 1.7262808154953588, 0.22811705968930562]"
10,"[9, 10]","[1.5911523926666096, 1.8959214781857563]"
11,"[7, 8]","[0.9298955063067937, 1.5397588107978781]"
12,"[6, 7]","[1.4721907739259057, 3.0793676222020174]"
13,[10],[0.9383973493906871]
14,"[11, 6, 8, 9]","[0.1440310922779322, 0.6194864123611259, 0.43033805052603435, 2.080587063560512]"
15,"[11, 8]","[1.5584451850383896, 0.1318612040565752]"
16,[8],[1.5306799517924232]
17,"[11, 7, 9, 10]","[2.52720809225388, 1.1869908128842341, 0.7630600838959478, 1.3852111745788778]"
18,"[10, 6]","[0.8266178500118835, 0.5551056887334037]"
19,"[8, 10, 11]","[1.3636739539221485, 2.2609644908953084, 0.03922904515852976]"
20,"[11, 10]","[1.3012601858039496, 2.4993534579652277]"
21,[11],[1.0285581078308357]
22,"[9, 11, 6]","[0.5917808365298866, 0.4923724959928588, 1.4529418343880263]"
23,"[11, 10]","[1.683594547012926, 0.3450497843102709]"
24,"[10, 7]","[3.0490346073511545, 1.0535920881317993]"
25,"[11, 9, 8, 6]","[1.1360564284757595, 1.6638060062687268, 1.3798303481638925, 1.206294472340727]"
26,"[6, 10]","[2.1097378579776422, 0.3304533131724109]"
27,[8],[1.178033583465798]
28,"[7, 11, 10]","[0.726677640445976, 0.2921588433239005, 0.8262454339037565]"
29,"[8, 9, 6]","[0.6158161313332482, 1.4469302973973663, 1.48665847796711]"
30,"[9, 7, 10]","[0.9542094151322336, 2.1784396878585515, 1.58596039423296]"
31,"[6, 11]","[1.4849978215374764, 0.2988210902825825]"
32,"[9, 8, 6]","[0.4786077021203695, 0.686562545524735, 0.9318526639479418]"
33,"[7, 6, 8, 10]","[0.31067012256324267, 1.3264050453446985, 0.30018652706003823, 1.1273762966444634]"
34,"[11, 6, 8]","[0.7077592876880663, 0.08837337176578042, 0.9275637245194654]"
35,"[11, 7, 10, 6]","[1.8237129172843307, 1.7965635514006473, 2.645763059354289, 1.9787851230852502]"
36,"[6, 11]","[2.641402237784893, 1.7143305013171413]"
37,"[7, 8]","[2.3832458559663356, 2.1187234711640226]"
38,[8],[1.5424459810671398]
39,"[11, 6, 8, 7]","[3.8810928394758695, 0.978289278018021, 1.7067280104655937, 1.0144133516814382]"
