,valuation coefficient
0,13.106935216311994
1,28.731787196948403
2,12.380475316684745
3,15.81637255429175
4,20.927502228026285
5,16.665947232186227
6,9.458783363730877
7,29.57251544246713
8,25.528135779762323
9,197.76576717353382
10,25.135554179239573
11,21.560003659028524
12,8.246564117287694
13,14.238339727707025
14,29.27913035873925
15,22.652436397822527
16,12.60934902314484
17,9.810403479486625
18,196.75196382543515
19,15.000378062852182
20,9.834961249262264
21,9.504836675216643
22,9.820976436918718
23,15.386057409217607
24,12.198579598113344
25,10.023168093195554
26,23.74064613430599
27,17.325068970647767
28,27.867918103102863
29,26.10593178917557
30,15.163471244935138
31,187.9647630909062
32,196.31178780459075
33,12.969390251119417
34,19.429609270218982
35,19.936142154594084
36,8.398010721893135
37,9.8407619177708
38,12.875329366465593
39,8.60819429179606
