task_Number,endpoints_location,bandwidth_demand
0,"[8, 9, 11, 7]","[2.1888710799188944, 0.5601868933501544, 0.10688367948572508, 0.15327810424792443]"
1,"[8, 7, 11]","[0.6443841436266502, 1.2833352956269293, 1.2740065366957944]"
2,[7],[1.2594515284457772]
3,[7],[0.06738799562589715]
4,"[9, 7, 10, 11]","[1.8325122014105821, 0.7913675523931745, 0.6534469462282302, 1.38685997264712]"
5,"[9, 7]","[2.012914281568751, 0.8924935323700092]"
6,[11],[0.1126262122580245]
7,[8],[0.8067671250382066]
8,"[8, 11, 9, 10]","[1.679696767896239, 1.9655574786456822, 0.4208594602408372, 0.5686835925011617]"
9,[9],[2.0483409706822617]
10,"[11, 7, 10, 9]","[2.1956954216379647, 1.0054176234614547, 2.156238831236089, 0.6040811452693431]"
11,"[10, 7, 11]","[0.7479590700150983, 0.27110132510227214, 1.1442206443385015]"
12,"[8, 7]","[0.4228349347936313, 0.9443284171065723]"
13,"[11, 8]","[0.7887661876435224, 1.9852972423281798]"
14,"[7, 9, 8]","[1.7249698725364162, 0.24355278138950553, 0.3832688617778591]"
15,[11],[0.8063575204486015]
16,"[10, 6, 9]","[0.9836832993080586, 0.3942241001694541, 0.8206179147410579]"
17,[6],[0.8569335671856324]
18,"[7, 10]","[1.0124515371544645, 0.9956590848505537]"
19,[11],[1.3232524836824613]
20,"[10, 11, 7]","[3.0693731360300704, 0.5852350414063627, 1.6057378618807918]"
21,"[11, 8, 9]","[0.7316324297347194, 0.05556420038412835, 0.6338825124709921]"
22,"[8, 10]","[0.09418014525909257, 1.8702631202292044]"
23,"[10, 6]","[1.9369558599827164, 1.2123210097655637]"
24,"[7, 9, 11]","[1.0513197687732565, 1.5601633121584653, 1.3659885781577787]"
25,"[10, 8]","[0.6672581562544744, 3.6834024147373614]"
26,[11],[4.062469077294621]
27,"[11, 9, 10, 7]","[3.085490253039754, 2.538673356371878, 0.7288627246200248, 3.1397838675236027]"
28,[11],[1.1587456916831904]
29,"[10, 7]","[1.566508365248671, 1.14472898318108]"
30,"[6, 10, 7]","[0.4403132427489097, 1.3749287787669993, 1.5362054009910464]"
31,"[9, 8]","[1.7934087034403063, 0.010193503639576385]"
32,"[11, 6]","[1.3494674040905945, 0.6742956757265914]"
33,"[8, 10, 7]","[2.441407598738504, 1.9548288976380248, 1.280270412537868]"
34,"[7, 9, 8]","[1.1101459070965483, 0.3555127109821882, 0.8115530976678959]"
35,[10],[0.9899673028665521]
36,"[10, 7, 8]","[0.6980299935847158, 1.89143486521903, 0.850721808332267]"
37,"[10, 6, 8, 11]","[2.1408907218405533, 0.8227903143386817, 0.8703812999952198, 1.5457050768252052]"
38,[10],[3.3325045450747948]
39,"[8, 6]","[0.10751453978268455, 2.2525059382935018]"
