,valuation coefficient
0,14.712512387792298
1,24.25973955525583
2,16.28298103856698
3,26.26325039910228
4,28.66178485248808
5,16.862368011999195
6,24.118090135838898
7,12.733075207812968
8,15.361088213290284
9,25.301670884992422
10,27.897572404338067
11,14.923285543942823
12,25.30187294561712
13,199.82002237225038
14,13.753499294173587
15,16.36586976509193
16,21.206681500887335
17,9.263838771002499
18,28.198806643502397
19,29.8019264260534
20,192.0232255105805
21,19.483513091375684
22,16.353181843809836
23,199.7552956531559
24,23.24165935577523
25,187.48149702453588
26,9.640665573795754
27,14.681039751472184
28,25.488761722657348
29,28.66119505808309
30,9.324581444277731
31,15.993367415737122
32,10.546794345389557
33,26.662846355633288
34,22.558476087665042
35,14.384959471474877
36,26.815179672153466
37,27.181051264775284
38,23.566365034099483
39,24.0890697228881
