task_Number,endpoints_location,bandwidth_demand
0,"[10, 7, 11, 8]","[1.1127515768942349, 0.7609129094467794, 1.9918851213572393, 0.0656445458936118]"
1,"[9, 10]","[2.3993147402850026, 1.7163256940174154]"
2,"[7, 6]","[1.6192315169521923, 1.0712819092796106]"
3,"[9, 8, 7]","[1.5258312203732796, 0.5701186847763392, 0.44054516984431824]"
4,"[6, 10, 11]","[0.2438173050340241, 1.2318760124363726, 1.1138882765035418]"
5,"[10, 9, 11, 8]","[1.0367947539986295, 0.9512974576325125, 2.791531096599382, 3.2018563138041243]"
6,"[11, 10]","[1.5840090769500583, 0.909011744898426]"
7,"[11, 7, 6, 8]","[1.1015224589099613, 1.4890371499765078, 1.0674376414736897, 1.750138091566654]"
8,"[6, 11, 10]","[2.659204617696407, 1.3786406842289674, 0.5354339375163983]"
9,"[7, 11]","[1.1406283351969804, 0.44866723436332434]"
10,[10],[0.5032695227087183]
11,"[6, 9, 8]","[0.6606133705337185, 0.3049963801919322, 2.8202202370062213]"
12,"[9, 10, 7, 8]","[2.546606095113311, 2.609873984942155, 1.0710197802695125, 1.921575231389431]"
13,"[7, 8, 9]","[1.8308442388829833, 1.2836396273335327, 1.4699651030325656]"
14,[6],[0.8752537289512561]
15,[11],[1.7828062431452656]
16,[6],[1.7016938022048884]
17,[9],[0.9887048515485153]
18,[11],[0.19569925317611303]
19,"[8, 9]","[0.2612086543647454, 1.072583689508454]"
20,"[10, 6]","[0.018370346275468852, 0.3333601868162659]"
21,"[11, 8, 10, 6]","[1.2014474369086303, 0.34650449679019657, 2.7593614876492647, 0.09401378675180982]"
22,"[10, 8]","[0.252715668701349, 1.4239862875036084]"
23,[6],[1.3620369509560055]
24,"[6, 10, 11, 7]","[0.4599011179777168, 1.9705311868881874, 0.4716984362784892, 0.23096219508162497]"
25,"[6, 8, 9]","[1.8293789898167034, 1.3412955623417742, 0.596809721086046]"
26,[6],[1.1374779144328184]
27,"[6, 11, 7, 10]","[1.3363471461070042, 2.014861900306082, 1.7602251576134158, 1.1884757496075329]"
28,[6],[0.8596070468752419]
29,[9],[2.029756492484484]
30,"[9, 11, 10]","[1.9305168352790645, 1.3108328132118883, 1.761206486408791]"
31,"[6, 10, 7]","[1.9305869669681104, 0.7451116533832287, 2.6696236410777825]"
32,"[11, 8, 10, 6]","[2.2585418325701037, 1.264478096076492, 0.8120060410883106, 0.4775406013457846]"
33,"[8, 11]","[0.9399476001964749, 0.7900446250143207]"
34,[6],[0.4203492656822695]
35,"[9, 6, 7]","[0.6730397205129914, 2.322341759057493, 1.534972887236397]"
36,"[7, 6, 10, 9]","[0.9026978192354527, 0.727925088624245, 0.4572000144933508, 0.6354307021376855]"
37,"[9, 11, 7]","[0.11000490350914116, 2.5235430210339906, 1.2878543036575714]"
38,"[11, 10, 7, 9]","[1.3017053713925049, 0.5245644966124634, 1.099443990666462, 2.380603513191141]"
39,"[10, 7, 11]","[1.2373257220536908, 1.1198954948957394, 0.9555639684002092]"
