,valuation coefficient
0,15.801643437291892
1,11.582392114697424
2,22.057713302925663
3,21.80460180152822
4,14.497323644135305
5,12.444345794330584
6,24.10033160214307
7,9.323230513451998
8,26.056744783739607
9,14.614322002302512
10,25.549422106405906
11,190.34170084184012
12,8.413000265402896
13,13.608853779237947
14,25.208255483780558
15,15.612791296722548
16,23.327378392007212
17,27.928175282539506
18,25.364019818751405
19,10.00578808243688
20,22.288978300226958
21,9.303730376021985
22,16.122860918063985
23,15.853038629814804
24,13.913527912550169
25,19.57985303437972
26,199.43853351288936
27,185.09899721284884
28,28.061054692832897
29,17.468191504551694
30,10.679618572507183
31,11.152647627151554
32,14.076514363500378
33,16.611327087877847
34,24.813115543674275
35,23.291668495277428
36,9.138515303077003
37,13.314485840934736
38,188.37781566297897
39,20.808638282465047
