,valuation coefficient
0,11.79869794025773
1,25.432087963429385
2,18.790779962706175
3,27.51916102611305
4,180.49088591577683
5,11.75602881697373
6,190.5586516045452
7,27.682318114857303
8,12.315026226649612
9,12.870135682579672
10,18.798113972913136
11,17.80246129754056
12,20.410015031037105
13,29.563125305477346
14,14.123125553435308
15,25.612427641065096
16,191.54330014543095
17,15.084980774807889
18,18.239488739228094
19,27.59594239616941
20,29.177859866545525
21,10.837688988597233
22,22.268642246710726
23,9.082698399777662
24,187.52087542893156
25,11.724331235909647
26,20.983499255632246
27,14.324930188523417
28,26.786472803824438
29,13.35985055980602
30,11.55477981150897
31,12.37996284315065
32,9.333635135953243
33,14.445434747243606
34,18.073893853256095
35,24.941087179346695
36,29.31312978724058
37,17.310649614110417
38,20.8209288448857
39,13.719043775493487
