task_Number,endpoints_location,bandwidth_demand
0,"[10, 6, 9, 7]","[0.09834557194020555, 2.308330788877515, 0.13377216605896802, 1.1087645353608029]"
1,"[9, 11, 6]","[0.8960120319435133, 0.6776456338732557, 0.19057241430290517]"
2,[11],[1.0400879968956152]
3,[9],[0.5055142112862159]
4,[10],[1.3956168555932242]
5,[6],[2.017077293296934]
6,"[9, 10, 11]","[0.9413365138973494, 0.8165108656088402, 1.2773807549636818]"
7,[11],[0.6511460003896513]
8,[9],[2.012142788299653]
9,"[9, 10, 6]","[0.7851040189176481, 2.6710785269575976, 1.8385058817061206]"
10,"[8, 11, 7, 6]","[1.5500584860456335, 0.27831416298317524, 0.1311616183190918, 1.6911035704109765]"
11,"[8, 11, 6, 10]","[0.34891356909052496, 1.14376522861051, 0.6159878476128834, 0.2793629801030637]"
12,"[10, 9]","[0.6861080967916623, 1.4625281970388104]"
13,"[7, 6, 8]","[1.671375329138726, 1.237334099020112, 1.527644711085212]"
14,[7],[1.358305574348816]
15,"[7, 6, 8]","[0.23665375707936442, 1.520058309638959, 1.1852160400457257]"
16,"[10, 6, 9]","[1.0177096865063362, 0.15926443774072352, 1.2182254402486663]"
17,[9],[1.727039332260639]
18,"[6, 10, 7, 9]","[0.3267382201854655, 1.5894695441662656, 0.8455467060934507, 0.5480222844709748]"
19,"[10, 8, 6, 11]","[1.8818326020621816, 0.9703333611416683, 0.9763389170198404, 0.8038531784570545]"
20,[11],[0.7765155126086277]
21,[11],[0.4961732159095902]
22,"[6, 8]","[0.8852638299725057, 0.42797939939924123]"
23,[11],[0.979644153669859]
24,"[7, 11]","[1.6824263337676924, 1.0806867351873106]"
25,"[6, 9, 10, 8]","[1.3407700845712625, 3.5977079793117817, 1.6186084919363, 3.540902975789621]"
26,"[7, 11, 8]","[0.2937998730298442, 1.720289919715399, 1.4494350821388264]"
27,"[7, 6, 11, 8]","[0.8247190866655489, 0.4649772110659024, 0.8085609276092063, 0.3003162077578596]"
28,[10],[0.8056218195444049]
29,[9],[0.3408617595931972]
30,"[9, 8, 6]","[0.38604357635223896, 0.8235750242146248, 0.373307886794475]"
31,"[7, 6, 9, 11]","[0.6520523725073097, 1.2030159124858073, 1.0895078200691284, 0.8638533030569278]"
32,"[6, 11, 7]","[1.7202810296377686, 0.5052367237415909, 1.0166352319711882]"
33,[8],[0.6213129269051365]
34,"[7, 10, 8, 9]","[0.945454931719408, 1.4402734828192485, 1.1677559745743467, 1.6202901598068111]"
35,"[8, 7]","[3.1835975311895854, 0.47506579337438914]"
36,"[7, 10, 6]","[1.0143344388259912, 2.1784441476024776, 0.8461612792752722]"
37,[7],[1.8546661246280076]
38,"[7, 6, 8, 11]","[2.0278406945548317, 0.8187737552502151, 1.501132179609983, 1.5201458068530656]"
39,"[11, 10, 9, 7]","[1.8483947906764686, 0.9124832747211786, 1.8492129501332335, 0.7582556127042567]"
