task_Number,endpoints_location,bandwidth_demand
0,"[7, 9]","[0.284448985008095, 0.9255989309245274]"
1,"[6, 7, 8]","[2.6030735424779667, 1.1956907756091864, 1.0491631845873859]"
2,[11],[1.39608811274452]
3,[10],[0.23513357141075952]
4,"[8, 10]","[0.3048956304673447, 0.4107412876553388]"
5,[11],[2.14874775420718]
6,[10],[2.8182163985951747]
7,"[8, 6, 10, 9]","[2.256839115975703, 1.6869424241155466, 2.1018189023018694, 2.9999794586291064]"
8,"[8, 11, 6]","[0.02721849674017418, 1.048512568347476, 2.3541104719560253]"
9,"[11, 9, 7, 10]","[2.451769171361469, 0.574608000952745, 0.16688772775556615, 1.1249159799557766]"
10,"[10, 8]","[1.5984827813893738, 1.6451270780244414]"
11,"[9, 8, 11]","[1.8233890846362057, 2.7189081286071914, 0.6958393143041461]"
12,"[8, 10, 11]","[1.6045187063201114, 1.0693279073193203, 1.9698784851284712]"
13,"[9, 8]","[0.39964965694918086, 1.0953321732261954]"
14,"[8, 7, 6, 9]","[0.23613819724362817, 1.1539229476190234, 0.2920293822338913, 1.3732181475063197]"
15,"[10, 7, 6, 9]","[1.4327400293480985, 1.4159427433290461, 0.10029825952204596, 2.4965129781932576]"
16,[10],[0.40025212674220245]
17,"[9, 8, 11, 10]","[3.409048439654767, 1.5529261145275712, 1.0908830322649696, 0.12971994040917678]"
18,"[9, 8, 11]","[0.3028293058007605, 1.3994537804232299, 2.36194848604274]"
19,"[8, 6, 9, 11]","[1.6270639136881324, 1.111817926864009, 2.179429007329645, 0.7218798098077611]"
20,"[7, 9]","[0.9745211048579635, 0.28346841257004685]"
21,"[6, 9, 10]","[1.737671016533505, 1.0520769200864033, 2.032153024432274]"
22,"[10, 8, 11, 7]","[3.1115621034243035, 0.6334899888902337, 1.1603760758715351, 1.7108283829960946]"
23,"[9, 10, 11, 6]","[0.5487278626171554, 0.10628700346866338, 0.6274359110297951, 1.2929765944479221]"
24,[7],[0.9571545086506585]
25,"[9, 7, 6]","[0.6415827494934367, 1.2232910439176536, 3.3180393265121113]"
26,"[9, 6]","[2.390280138129846, 1.9731111738933778]"
27,[10],[0.49128996521477575]
28,[8],[0.3494049488191828]
29,"[6, 8, 11, 10]","[1.7595420802589072, 1.0051085772079746, 0.28029881828639513, 1.2874832312370077]"
30,"[7, 10]","[1.6666292962512097, 2.6429328435577926]"
31,[11],[0.633344333841918]
32,"[10, 7, 6, 8]","[0.7928635470358438, 0.9655240293256805, 1.539018886117459, 0.9534948364148557]"
33,"[6, 10, 11, 9]","[0.8108222858365568, 1.7053162443069372, 1.5006674772375668, 2.483114637629412]"
34,"[11, 8]","[0.848920815900337, 2.595735311701749]"
35,"[9, 8]","[1.8761495648692637, 0.6240076679257918]"
36,"[7, 6]","[3.1268890966521194, 1.0115018145023087]"
37,"[6, 10]","[1.4179494247171816, 0.7090374485393052]"
38,"[10, 7]","[0.769450018911679, 0.9728166314969547]"
39,"[8, 7]","[1.852113886506531, 1.6842527257842062]"
