task_Number,endpoints_location,bandwidth_demand
0,[9],[1.7503940319863942]
1,[11],[0.3162628560845563]
2,[10],[0.8886086356299299]
3,"[10, 7, 8, 9]","[0.7024177192412443, 0.7188188128536188, 1.2495208108319131, 2.796718234610873]"
4,[10],[0.6212970629437564]
5,"[9, 11, 8, 10]","[1.8148652636618334, 0.09995996909344729, 0.5195906158299088, 1.2302577205516232]"
6,"[11, 6]","[0.39071694592249695, 0.21990953433981753]"
7,"[8, 9, 11]","[1.9262547181437761, 0.17859343640636804, 0.3524482701838847]"
8,[10],[0.8260694438042276]
9,[9],[2.3409099784442846]
10,"[6, 10]","[1.4803322288871146, 2.1564362693960364]"
11,"[11, 9]","[0.30251536100663257, 2.106328316346312]"
12,"[8, 11, 7, 6]","[2.6838652474646416, 0.021062612680137538, 1.3863908267994256, 1.3462353583681872]"
13,"[6, 8, 10]","[3.302465924151921, 0.5930267841719374, 1.1425999843500079]"
14,"[7, 6, 8, 10]","[1.0469636915659484, 0.17394154183068056, 1.1223948975542295, 1.5171307546442991]"
15,"[11, 8, 7]","[0.12843128339340948, 0.004086107341962353, 0.6287245000370916]"
16,"[10, 8, 11, 6]","[2.4077471414263325, 0.5033147213807623, 0.4506877020298353, 1.3898733680269664]"
17,"[8, 10]","[0.7634075180466225, 1.8772403557036004]"
18,[11],[3.510758692926089]
19,"[8, 10, 9]","[1.4488016514511126, 2.850857238726572, 0.3149296195939919]"
20,"[9, 7]","[0.4929745773249786, 1.0076996305900805]"
21,"[11, 6]","[1.026308268947919, 0.19212913432318612]"
22,"[6, 8, 11, 9]","[1.49583026521323, 1.3807317709029314, 1.3606683096289574, 1.2086705478540867]"
23,"[7, 6, 10, 11]","[2.7312397782207425, 0.5868674707531772, 0.5749705941037859, 0.8692008254147751]"
24,"[6, 11, 9, 7]","[2.4696599995595774, 0.061565871917679704, 0.69960249769992, 1.5944381542671842]"
25,"[8, 7, 10, 11]","[0.07039412352010643, 0.683705769089664, 0.8020760553297712, 0.6858585002105686]"
26,"[11, 9]","[0.6472328660479809, 1.0031821402290926]"
27,"[9, 10, 11]","[0.7735220071027129, 0.5023432096412548, 2.1827312079884145]"
28,"[8, 10, 9, 7]","[0.8255732216130012, 0.32424925238372004, 2.0976208635634137, 1.1849394997480798]"
29,"[9, 6, 10, 7]","[1.2502662324387357, 0.7612674352589083, 1.2393472280169004, 1.850551996280715]"
30,"[9, 11, 8]","[2.365608443283003, 1.7717268708898646, 2.22105406801162]"
31,"[6, 7, 11, 8]","[1.2088339114288595, 0.782358839881176, 2.1297412416764825, 0.7202382751318286]"
32,[11],[2.2165043862433995]
33,"[9, 8, 7, 11]","[2.098028131592824, 2.5321667748751606, 1.0042060201602057, 1.0870788820762722]"
34,"[11, 10, 9, 6]","[1.2462268344296423, 1.084663337869155, 1.3674879735410577, 1.2846518948932057]"
35,[11],[0.12108705408041354]
36,[6],[1.6464984966442695]
37,"[10, 8]","[0.35569606259825015, 0.813497464387346]"
38,[9],[1.6715461608650768]
39,[8],[1.5732509268008612]
