,valuation coefficient
0,187.9308325839732
1,24.873875244239517
2,8.741021573176038
3,27.641722901044012
4,17.82914998005031
5,15.119280047524619
6,27.20243430861416
7,19.58688730602476
8,20.362068030066098
9,17.85188936791849
10,15.983516650802835
11,22.408671746773596
12,28.874390755333042
13,199.8966049458116
14,20.987267583887817
15,11.253711495117773
16,29.542250514951135
17,26.08876941884751
18,28.200366429225557
19,189.6830675723744
20,20.37623401149001
21,17.867225775183698
22,19.097721445335388
23,28.957308627901117
24,196.71965557771907
25,12.457583427163561
26,25.74819646114944
27,18.086218574985594
28,26.021490548480628
29,11.38824931864391
30,20.129813310306538
31,19.254761559118762
32,10.128114244546321
33,8.503150007299768
34,27.03406177768634
35,19.37504917884571
36,14.388520213803341
37,29.611255248526593
38,14.825327784990083
39,12.783648645970466
