data_link, bandwidth_capacity
"(1, 2)",7.741925130613166
"(3, 2)",7.741925130613166
"(8, 2)",7.741925130613166
"(4, 10)",7.741925130613166
"(7, 1)",7.741925130613166
"(3, 0)",7.741925130613166
"(2, 8)",7.741925130613166
"(9, 3)",7.741925130613166
"(6, 0)",7.741925130613166
"(2, 1)",7.741925130613166
"(3, 9)",7.741925130613166
"(0, 5)",7.741925130613166
"(1, 4)",7.741925130613166
"(5, 4)",7.741925130613166
"(3, 4)",7.741925130613166
"(2, 5)",7.741925130613166
"(1, 0)",7.741925130613166
"(10, 4)",7.741925130613166
"(0, 1)",7.741925130613166
"(0, 3)",7.741925130613166
"(11, 5)",7.741925130613166
"(4, 1)",7.741925130613166
"(4, 3)",7.741925130613166
"(5, 11)",7.741925130613166
"(0, 6)",7.741925130613166
"(5, 0)",7.741925130613166
"(1, 7)",7.741925130613166
"(4, 5)",7.741925130613166
"(2, 3)",7.741925130613166
"(5, 2)",7.741925130613166
