task_Number,endpoints_location,bandwidth_demand
0,"[8, 6, 10, 7]","[1.534204416086234, 0.8090062061214534, 2.102674651871358, 0.27853505090396136]"
1,"[10, 9, 7]","[0.8387756193022007, 2.643755052202441, 1.4856801087807767]"
2,"[6, 11]","[1.9173248455349583, 1.074045775299067]"
3,"[6, 7]","[1.5199822909791592, 1.1231566649997367]"
4,[8],[0.9896702528114377]
5,[9],[1.9743125395724825]
6,[6],[1.9320653546174877]
7,[10],[0.8400381144471859]
8,[11],[1.392096208796264]
9,"[8, 7]","[1.6801765600958962, 0.5999749665942267]"
10,"[6, 11, 10]","[1.4690198911225736, 0.8392041281429368, 0.47186254688553864]"
11,"[6, 10, 9, 11]","[0.8646882187907716, 0.809659873600224, 0.7322037698784698, 1.3234185972444052]"
12,"[11, 6]","[2.1845644858177193, 2.8076664398820927]"
13,"[8, 9]","[0.3489112717202709, 0.7054608512667107]"
14,"[11, 8]","[1.6422466949733587, 1.3948411819040107]"
15,[7],[1.1641197659777953]
16,"[8, 11, 6]","[1.3596923676202686, 1.5780625014188656, 2.859974479941511]"
17,"[9, 6, 7, 8]","[0.15681528687349233, 0.9718199913935773, 1.0533916153926433, 0.17095681823872944]"
18,"[8, 11, 9]","[1.673663799053598, 1.7213294940414645, 0.7089985997270525]"
19,"[7, 10]","[2.4518717468782194, 1.1471838709150515]"
20,"[9, 6, 7, 8]","[1.6592760184504898, 0.07989548580555472, 1.3808666481571374, 1.3545621245769575]"
21,[6],[2.392782297061321]
22,"[11, 6, 9, 8]","[1.1580222839228398, 1.857401486170789, 2.6963339063178022, 0.8046286172859369]"
23,"[7, 9, 8, 11]","[0.07432947301109327, 1.0386872587938139, 0.631895290616504, 0.2838558174308692]"
24,"[7, 9]","[1.3675320183462323, 0.18121168909948637]"
25,"[9, 11]","[2.7568712576728416, 1.218698544188624]"
26,"[6, 11]","[1.5187443837577197, 1.6150736439645466]"
27,[7],[0.2953517288622688]
28,"[10, 8]","[2.760098373507936, 0.13802895249615055]"
29,"[10, 11, 6, 9]","[0.7883418810051159, 2.2255942568785985, 0.48780920982727216, 2.8420685426742622]"
30,[11],[0.8407089515012571]
31,"[10, 7]","[2.4113469029884564, 1.6592191563871093]"
32,"[11, 9, 8]","[1.5061049404946778, 0.3659602272050658, 0.135120101523728]"
33,"[7, 10, 9]","[0.9699991940587718, 0.0354030792755311, 1.3645088320342975]"
34,"[11, 7, 6]","[0.29546117278043327, 0.4157636438125347, 0.8007448729565203]"
35,"[8, 7, 9, 10]","[1.1294059678452426, 0.6298287780888682, 1.0083838814809942, 1.9623066292929756]"
36,[11],[0.8347519100582608]
37,[7],[0.8505442988213041]
38,"[10, 8]","[1.083751183631294, 1.6864436422559141]"
39,[9],[0.4206704200172636]
