,CPU,RAM,disk
0,0.7936452975213296,2.1770881661176773,0.9360171706739906
1,2.389958797356132,0.3358985471411915,0.3946850627174088
2,2.583307519609255,1.4102246774870748,2.251653097776161
3,1.398299931079707,1.2761780475863542,1.6662764736344235
4,1.1822356831536882,2.9271502445580326,1.3865631641426903
5,1.30835972532971,2.2347310015054287,2.5499516885741578
6,0.43962163705664015,2.6374873305648068,0.965273219294072
7,1.760042398291298,1.9349546751418996,2.0174048111009606
8,0.9220435488431191,1.994677559160511,0.8898719306377382
9,0.02157944232057174,1.3715960776628056,0.9178099926551742
10,1.5353842635057013,0.4557646051830623,1.68043386258512
11,3.201793861510797,2.5004152001900035,1.2840525851967572
12,0.7980127095935361,0.5397690111270943,0.14966808279113097
13,1.355145452634232,2.474968739532869,2.378547802528674
14,2.214394118771044,1.3130128243570915,0.8570623871518055
15,2.516213486777591,0.6885988311634759,2.6692220874502057
16,1.4657400601129649,0.36986269312234776,1.5974078373242744
17,0.07525206209240143,0.504798894905325,0.8603899976507985
18,0.05213330992746579,0.2455500354877086,0.7947253673165431
19,0.6588288749608828,1.028448094856441,1.0445540546674963
20,1.633287012286996,0.7859424429435027,1.4284721558853715
21,3.604727681639165,1.367592304454376,0.34759850578382034
22,2.028093548858878,0.12439756817334746,1.1316323320579427
23,0.5770766533368664,0.7974112871435171,2.2396087582044224
24,0.40380070117655775,1.613110255430918,0.5087154170944921
25,1.9283860239425998,0.14453459472511454,1.557972912833224
26,0.7266745179802683,0.6992330209371989,2.9674283888434
27,0.47070277127191185,1.8619778073782358,0.6519558016200131
28,1.5613862902774693,1.0894704439475718,1.338982260347735
29,1.7052799899671864,1.7562640784289412,1.963055347584719
30,0.4447532075735485,2.3602956693968293,2.016908076450445
31,1.32139762480537,2.108123850417118,0.22254375078556687
32,1.82597781777377,3.27945567086053,3.6709885825433806
33,0.26750836262597455,2.302887875661849,1.5119826394010643
34,2.496641255724402,0.6088857135236041,1.0204066006450376
35,2.1379820551274475,2.2094151978884957,1.64505250998022
36,0.34578886135358555,0.02606284087664923,1.2871696826248717
37,0.9647833801950092,0.017864778775207646,2.285715515007642
38,0.6734167020220536,1.6680170240263195,1.4392051998528652
39,1.48325521105791,1.6880884582973823,0.2928773312044062
