task_Number,endpoints_location,bandwidth_demand
0,"[7, 8, 6, 9]","[3.296572285858693, 1.4791216552435802, 1.0484681756449683, 1.352000329471519]"
1,"[11, 10, 7, 8]","[0.2860061875827171, 0.6030122464587084, 0.8107556380846606, 0.9517260531392013]"
2,[11],[2.0011993246485877]
3,[9],[1.5410969317403649]
4,[9],[2.3610296787294933]
5,[7],[1.6456612696395843]
6,[9],[1.1707874192906256]
7,[11],[0.9046996515982384]
8,"[6, 10]","[1.9611781053992818, 1.1342590742851875]"
9,"[8, 11, 9, 7]","[0.8563238286167214, 0.3678863316130312, 0.6775164101170699, 2.2231266547948634]"
10,"[6, 11]","[1.1906905759418647, 0.6541719376542099]"
11,[6],[0.707012547118907]
12,"[9, 8]","[1.702151673286789, 1.8103562040997727]"
13,[8],[0.776352041658223]
14,"[7, 6, 8]","[0.6135944262230479, 1.9436328807278804, 0.16545342047296951]"
15,"[9, 6]","[0.8736910982041497, 0.33701232620091426]"
16,"[9, 6]","[0.04095419869979977, 0.2950857865893176]"
17,"[7, 8, 11]","[2.1596235403260584, 1.4994186022997351, 0.5449123508568845]"
18,"[10, 6, 11, 8]","[0.6935151544205292, 0.5373292612785548, 1.188046766291452, 0.23785530389718612]"
19,[9],[2.397306387013937]
20,[6],[2.040792271438577]
21,"[11, 8, 7]","[1.8446862942433808, 0.2554291558671603, 1.0386212944166455]"
22,[10],[1.266800539809839]
23,"[8, 6]","[1.2556088953374949, 1.9037284976642526]"
24,"[7, 11, 6]","[1.1561933873718724, 0.2325250534771517, 1.4077016383727106]"
25,"[11, 8, 9, 6]","[0.8966550292609056, 1.6572456549146661, 0.6134360167273712, 2.2772888528850554]"
26,"[7, 9, 10]","[3.2810050862086197, 1.837725247486831, 0.1538017352408213]"
27,"[8, 10]","[0.9451895351096661, 0.8009554900757183]"
28,[10],[1.6681424804026195]
29,"[10, 7]","[2.3456055235467104, 1.8492158707549877]"
30,"[11, 6]","[0.9372767401426557, 1.0041157792849282]"
31,"[8, 11, 6]","[0.0011784620346563246, 0.4719003413015651, 1.1298690550274886]"
32,[11],[1.4357040533538377]
33,"[7, 10, 6]","[1.1266082570194993, 2.5809281470511207, 1.3209345784007849]"
34,"[6, 9]","[2.9508549043232186, 0.7927748328014589]"
35,"[6, 11, 7, 9]","[1.8072025160135143, 0.05663498328367311, 0.9416480933565851, 0.5141788581944509]"
36,"[6, 8, 11]","[2.5180454754306867, 2.2516946800906403, 1.1407869604500385]"
37,"[10, 9, 7, 6]","[1.823753720338774, 0.9107086193423735, 2.3395583424799504, 1.2292741373878935]"
38,"[9, 8, 6, 11]","[0.44251160853836735, 1.3100329846547267, 1.918769377304928, 2.164204311540134]"
39,"[9, 8, 7]","[0.3221803936900758, 2.1048017676856587, 0.7104448915792796]"
