,valuation coefficient
0,11.015574642446335
1,14.814224849758155
2,8.116532976930625
3,22.283640088242937
4,187.66138108513567
5,24.381565713057018
6,26.16695970357763
7,191.3724351642249
8,24.76148415658865
9,10.217098617798685
10,20.443242421444726
11,16.560267797713387
12,28.86035132120044
13,21.77691835777246
14,20.977048877909347
15,27.383486728718317
16,14.598480933391992
17,15.819591896380897
18,11.556295644776757
19,29.194022472236952
20,27.946850956197498
21,15.273547261960239
22,193.33859188581457
23,22.164287664779728
24,13.020320990357671
25,16.06503787617391
26,192.50079068349976
27,24.760727058099246
28,17.553848958678458
29,28.378992546612196
30,24.136877006799278
31,25.612235748462865
32,12.629987883853493
33,28.583885417323017
34,19.466800845575982
35,19.678156085672896
36,17.233957938190365
37,25.416593452733217
38,26.58847959416178
39,8.873508383598677
