task_Number,endpoints_location,bandwidth_demand
0,[8],[0.579434380370627]
1,"[11, 9]","[1.9051245554607394, 1.8945095718593388]"
2,"[8, 7, 6, 10]","[0.9432831848475912, 1.5331123497934078, 2.254199316467499, 0.4031928424162555]"
3,"[7, 10, 11, 9]","[1.5530944293184163, 0.8430922301664546, 0.33359323240089866, 1.326448994145317]"
4,[9],[0.7757758356649467]
5,"[7, 11]","[0.24458304231674022, 1.7261952621623395]"
6,"[10, 11, 9]","[2.3282663934599332, 2.0029841991924133, 3.152272780832258]"
7,"[9, 6, 10]","[1.6298150247020022, 0.7984026716599462, 2.494793415409193]"
8,"[11, 7, 6]","[0.1826460431758572, 0.9105135952924427, 1.000538888694089]"
9,"[8, 11]","[2.3564303601593917, 1.0869878868805014]"
10,"[9, 6, 10]","[0.33702793595741376, 1.1538818583746533, 0.8105057519082712]"
11,"[11, 10, 9]","[1.33615393540575, 1.086144527406772, 0.5250540927094022]"
12,[10],[0.6974542315707801]
13,[8],[0.16851550673166737]
14,[10],[2.550168723015113]
15,"[8, 6]","[2.1354695104113297, 0.8908869362166183]"
16,[6],[1.3580803833291588]
17,[7],[1.6369680556523494]
18,"[7, 6, 9, 8]","[1.9893789247590878, 0.4081999444484983, 1.511772723339396, 1.2961355930861784]"
19,"[10, 11, 8]","[1.1090902847120372, 0.04798704973519141, 2.3135370799428427]"
20,"[10, 7, 11, 8]","[0.9778812425152565, 1.3586110964034142, 1.408202841618849, 0.28013229740340817]"
21,"[8, 10, 6, 7]","[1.1202042385753366, 0.16403137413949798, 0.7471880186360794, 1.3779104696938353]"
22,[7],[0.5277870883864337]
23,"[9, 7, 11, 8]","[0.9541120661465974, 0.14992261430073428, 0.8942871329904883, 2.490125481775686]"
24,"[8, 7, 9]","[0.9684827992992243, 1.166136798171704, 0.30824035055335985]"
25,[8],[4.5325144739622445]
26,"[9, 6]","[1.3016574639055682, 0.2230811192751524]"
27,"[8, 10]","[0.496770386401871, 1.0970543679030977]"
28,"[10, 11, 8]","[1.4678104514056267, 1.324302110517026, 1.956848000441834]"
29,"[10, 9]","[0.5072189716436233, 1.4218333228521478]"
30,"[9, 10, 8, 7]","[2.129891609740093, 1.7923748779669375, 0.3559463193079353, 0.32101484579601725]"
31,"[11, 6, 9, 7]","[1.8501892681222971, 0.024249100216031105, 1.9091448285223604, 1.7171942474637354]"
32,"[9, 11, 8, 6]","[1.4063065489544362, 0.4278170155376614, 1.2232571280526885, 1.1354524206441072]"
33,"[10, 9, 6]","[0.6732655302814468, 1.3053356649497398, 1.881703673911039]"
34,"[10, 7, 8]","[1.7310731195877944, 1.2225354659250351, 2.256537514266342]"
35,"[6, 9, 8, 11]","[1.5322486914668132, 0.27206066684107955, 0.05657442861344952, 1.3667536901964925]"
36,"[6, 8, 11, 9]","[1.1280539931510067, 2.0855638836329016, 1.3173217781632238, 2.2499037078472313]"
37,"[7, 11, 9]","[1.510067646261207, 0.4188066756844433, 1.8223347208312437]"
38,"[11, 6, 8, 10]","[1.5600504013889511, 2.087649808676986, 0.7689790006556925, 0.44127561950405036]"
39,"[9, 7, 10]","[2.5350165695358866, 1.3256646837992305, 1.8610054636180433]"
