,valuation coefficient
0,22.868259645383333
1,185.11956040880114
2,17.29967142711891
3,15.597493194072484
4,11.279705865435258
5,23.592860400407805
6,193.90430670001453
7,22.37573834322602
8,25.500631569137873
9,20.5833772035656
10,21.331696597187396
11,13.713842395373891
12,16.44838965024648
13,22.29152518589123
14,18.09316175744753
15,25.40448474966411
16,27.2457059275214
17,197.68591184054955
18,10.231600902560547
19,9.611104514115404
20,25.30656237598295
21,11.744574835854117
22,14.222271968966036
23,17.552232046922953
24,27.046451942971572
25,27.160835788396383
26,26.34183610091877
27,13.311262413219126
28,20.56994393603204
29,20.736608259528133
30,18.974149448270623
31,22.53577760314134
32,18.04133665502573
33,24.053698051408674
34,191.14087545597067
35,28.191517591752778
36,16.107193193103555
37,17.208537126612867
38,11.64012393880828
39,15.500174339048423
