data_link, bandwidth_capacity
"(1, 2)",7.704315090506541
"(3, 2)",7.704315090506541
"(8, 2)",7.704315090506541
"(4, 10)",7.704315090506541
"(7, 1)",7.704315090506541
"(3, 0)",7.704315090506541
"(2, 8)",7.704315090506541
"(9, 3)",7.704315090506541
"(6, 0)",7.704315090506541
"(2, 1)",7.704315090506541
"(3, 9)",7.704315090506541
"(0, 5)",7.704315090506541
"(1, 4)",7.704315090506541
"(5, 4)",7.704315090506541
"(3, 4)",7.704315090506541
"(2, 5)",7.704315090506541
"(1, 0)",7.704315090506541
"(10, 4)",7.704315090506541
"(0, 1)",7.704315090506541
"(0, 3)",7.704315090506541
"(11, 5)",7.704315090506541
"(4, 1)",7.704315090506541
"(4, 3)",7.704315090506541
"(5, 11)",7.704315090506541
"(0, 6)",7.704315090506541
"(5, 0)",7.704315090506541
"(1, 7)",7.704315090506541
"(4, 5)",7.704315090506541
"(2, 3)",7.704315090506541
"(5, 2)",7.704315090506541
