,valuation coefficient
0,23.064521311347548
1,12.828642034475804
2,10.371889272348612
3,22.777327793280687
4,28.332460208002527
5,29.663091338642634
6,23.623135475001405
7,23.97940751957722
8,29.618273700462947
9,20.73774596859334
10,187.94472362645774
11,11.547465180342531
12,20.387620871736527
13,20.281923289445402
14,29.49521456734502
15,198.42572340933637
16,14.514740884986264
17,18.49287548505353
18,16.644408102694705
19,11.354554112570279
20,12.887840741556932
21,19.491915105546568
22,16.491623134167828
23,21.635485627769306
24,14.833935512087876
25,188.3342614912186
26,26.225086179731754
27,12.014415760292323
28,194.03025718613966
29,29.935672381771173
30,25.72217390100764
31,25.33273216209308
32,21.377238068910433
33,23.270239119102285
34,24.62226876992699
35,21.140249110676173
36,25.211476986158313
37,22.619392170992608
38,12.437562186352114
39,24.564470100928006
