task_Number,endpoints_location,bandwidth_demand
0,"[9, 6]","[0.6535814964814555, 1.1470267713241236]"
1,"[11, 10]","[1.6168607091358331, 2.652070435731313]"
2,[7],[0.2582102953310751]
3,[10],[2.049934394146548]
4,[7],[1.5652769574880356]
5,"[8, 9, 7, 10]","[1.3282266375006841, 2.187040330293468, 0.48774838490410977, 0.9956505651965152]"
6,"[9, 6, 8, 10]","[0.829244062555615, 0.2968021119359816, 3.0672141677815628, 1.455452129529154]"
7,"[7, 6, 9]","[2.106352258750455, 1.2681914111209573, 1.463485918863924]"
8,"[10, 8, 7, 9]","[1.4240960244393903, 2.1670272891441527, 1.0699798312225013, 1.617859283872597]"
9,"[8, 7, 9]","[1.3339731011813762, 0.46752947447750137, 3.1177273820227196]"
10,"[9, 7, 6]","[0.6877357713764483, 1.9925522176880408, 0.22366156023078143]"
11,"[9, 11, 8, 6]","[0.2793461840172333, 0.4811828587310002, 0.5332304425193275, 0.9226407140065535]"
12,[6],[1.8189204373185537]
13,"[11, 10, 8, 9]","[2.894556968512055, 0.4948864551654887, 0.30617236682355276, 1.460784385428794]"
14,[8],[1.3595056912907486]
15,"[9, 11, 7, 10]","[1.4619599501474674, 0.1984295526065426, 0.0699792425282817, 1.0915371116037105]"
16,[6],[1.6955467245457796]
17,"[9, 11, 6]","[1.1182869126539245, 1.0900996688276414, 1.7735205705331145]"
18,"[9, 7, 6]","[1.3602932728001267, 0.7468640300284584, 2.4248461871415232]"
19,"[8, 6, 11]","[1.1931751763823497, 1.8666672052560818, 2.912587271025799]"
20,"[11, 8, 6, 7]","[1.698566404182925, 1.870907016804841, 2.58581239401606, 1.9296578406361022]"
21,"[10, 7, 6, 11]","[1.0906987439671867, 2.3217153465920726, 1.7941285064681898, 2.3597119775466715]"
22,"[7, 8, 6]","[1.4638622633613827, 1.9287485248791834, 1.7684150940787429]"
23,"[7, 9, 8, 10]","[2.351041954798598, 1.0515747548983065, 1.2314904040854135, 1.1236787400104684]"
24,"[10, 9, 7]","[0.33514506589089965, 2.1199010782308667, 0.7021040086491849]"
25,"[9, 10]","[1.3494923841283286, 2.6988577591879728]"
26,"[8, 7, 6]","[1.1031834030599668, 1.1301409694639686, 1.1982545933976576]"
27,"[6, 11]","[1.4340937157228304, 1.7347160556908103]"
28,"[6, 10]","[1.3062190839309933, 0.3334873344557846]"
29,"[8, 10]","[1.5855126831234783, 0.8180963103134741]"
30,"[11, 9, 6]","[1.1832938705700027, 1.5974836292141974, 1.1752245691274352]"
31,"[11, 10, 9]","[1.7400037514879454, 1.2655408120691796, 1.351583797182656]"
32,"[11, 7, 10]","[0.7023629122026736, 1.7557421957582813, 2.7581217444856017]"
33,"[7, 10, 9, 6]","[0.05026672638915053, 1.7983741255602181, 1.1968878988216947, 1.1950327443522952]"
34,[6],[1.337925610339973]
35,"[7, 8, 10, 11]","[0.038995098135560236, 0.5616844864386115, 0.002877762298492348, 1.613582414578431]"
36,"[6, 11, 8, 7]","[2.2604754412328396, 2.351807044934211, 1.2571828802021223, 1.126085735824519]"
37,"[6, 7, 8]","[2.6708497809533274, 0.13331449325839018, 0.7340026745254415]"
38,"[11, 8]","[0.97429497361605, 2.238905308051004]"
39,"[6, 8, 7]","[1.304573559677995, 0.22433231457859093, 1.8488972165663098]"
