data_link, bandwidth_capacity
"(1, 2)",3.2063899434684284
"(3, 2)",3.2063899434684284
"(8, 2)",3.2063899434684284
"(4, 10)",3.2063899434684284
"(7, 1)",3.2063899434684284
"(3, 0)",3.2063899434684284
"(2, 8)",3.2063899434684284
"(9, 3)",3.2063899434684284
"(6, 0)",3.2063899434684284
"(2, 1)",3.2063899434684284
"(3, 9)",3.2063899434684284
"(0, 5)",3.2063899434684284
"(1, 4)",3.2063899434684284
"(5, 4)",3.2063899434684284
"(3, 4)",3.2063899434684284
"(2, 5)",3.2063899434684284
"(1, 0)",3.2063899434684284
"(10, 4)",3.2063899434684284
"(0, 1)",3.2063899434684284
"(0, 3)",3.2063899434684284
"(11, 5)",3.2063899434684284
"(4, 1)",3.2063899434684284
"(4, 3)",3.2063899434684284
"(5, 11)",3.2063899434684284
"(0, 6)",3.2063899434684284
"(5, 0)",3.2063899434684284
"(1, 7)",3.2063899434684284
"(4, 5)",3.2063899434684284
"(2, 3)",3.2063899434684284
"(5, 2)",3.2063899434684284
