,valuation coefficient
0,185.33244644732505
1,25.11327351975811
2,27.563259887313162
3,25.676031170091957
4,24.575055437078642
5,10.926243340754336
6,18.100036229244978
7,29.683594072950605
8,29.974229331824382
9,15.878328302229164
10,21.32721876494872
11,8.378864423025092
12,24.087791491232743
13,25.369989165957946
14,14.600155116452244
15,16.27792761650571
16,13.339374856498303
17,29.10246804252779
18,11.43014789127886
19,21.432499028219063
20,188.69426037092532
21,19.721881823203887
22,14.628830504505837
23,25.470274510869526
24,25.954719653801213
25,29.244150420641724
26,26.804611538964405
27,22.507248137576177
28,19.1532122317977
29,23.222753438772756
30,25.658974869626054
31,23.163224153194292
32,193.72276529883231
33,27.577707180085454
34,13.917495224989494
35,19.83023932461957
36,21.67267806925326
37,8.3013396007692
38,11.630507011373084
39,198.27900922740326
