,valuation coefficient
0,14.647376652846743
1,186.09642276020728
2,11.93075410154842
3,25.483236845780006
4,13.101592168430944
5,18.811763569521865
6,8.114930278893928
7,12.121350640624424
8,20.75156549690378
9,29.28398918276927
10,12.619693787931102
11,25.445092501673937
12,23.920188924806684
13,28.257378989101948
14,12.303154090106394
15,25.671504341529676
16,17.827558072987316
17,20.162278384985477
18,9.177866127942151
19,10.179111729271694
20,27.711902202355063
21,19.331075319260634
22,16.390736529610134
23,18.071729881352415
24,11.32321146591038
25,13.205538677383286
26,24.14832934354478
27,28.104870187865025
28,21.41214808858033
29,17.45351809065392
30,189.02625400382314
31,15.595139929462992
32,10.183168640669688
33,184.86864055872124
34,15.391448886093093
35,17.017503258396673
36,9.454289336914785
37,186.98635447417578
38,16.21158112469194
39,9.393054861653882
