task_Number,endpoints_location,bandwidth_demand
0,"[9, 11, 10]","[1.702369391043312, 0.384906254030264, 2.2663340718248053]"
1,[7],[0.5941824623357976]
2,"[9, 8, 11, 6]","[0.2780321638013322, 1.3618119742116117, 1.414444674703049, 1.2679455702146991]"
3,"[11, 7]","[2.8802860909637418, 1.0427994552730702]"
4,[6],[0.31126903618831436]
5,"[9, 10, 11]","[1.8337497236948233, 0.6753492327127136, 0.9171676747961836]"
6,[10],[0.11812323576909523]
7,[6],[2.1125467997020424]
8,[10],[0.6471417920030438]
9,"[8, 10, 11, 7]","[1.644618415070613, 2.01076816536678, 0.46006092216830274, 2.424593107875157]"
10,"[8, 10, 7, 6]","[2.8928455958127373, 1.7744226357573365, 0.7084892895605432, 0.0884113781287732]"
11,"[11, 8, 10, 7]","[0.9017615256272425, 0.44595900328159044, 1.8860253038156845, 1.9469804569082738]"
12,[10],[1.4108307095649795]
13,"[6, 9, 11, 7]","[0.9223136160873915, 0.7921092231110651, 1.3863954688496127, 0.4915528476375959]"
14,[8],[1.3146616652224785]
15,"[6, 7, 11]","[1.691549486585203, 1.266051419344794, 1.3642392457539385]"
16,[7],[1.2831187148901444]
17,"[11, 7]","[0.018530563636539266, 0.5421070252406848]"
18,"[9, 7, 6]","[1.980846275572312, 1.172310925353498, 0.9384501705701477]"
19,[11],[0.5979719645736995]
20,"[7, 9, 10]","[1.1835642035911096, 1.5468987421062765, 1.2391795385805726]"
21,[10],[2.1546556670505366]
22,"[7, 9, 11]","[1.6515649964436747, 0.9330373610210791, 0.48048110327678606]"
23,"[7, 10, 6]","[0.13413323478614259, 0.7186204099794917, 0.25802080571126873]"
24,"[11, 9, 7]","[1.3137956737956145, 1.2443803260666146, 1.834358128731318]"
25,"[8, 9, 10, 7]","[1.5269928432337325, 0.5401288854259302, 2.054644310615404, 1.6057419584434987]"
26,"[9, 8, 6, 7]","[1.2500199436590225, 0.7142022171139455, 3.197099641822133, 2.0619742746826315]"
27,"[9, 8]","[1.2212467583459663, 1.0581278902516504]"
28,"[7, 8, 9]","[0.5010799728158196, 0.46178906404917697, 2.4200295217583143]"
29,[8],[1.0138806471469355]
30,"[6, 11, 9, 10]","[1.0859105081756617, 1.4020869614467333, 1.5403387024228743, 0.7253732557445713]"
31,[10],[1.854026138164663]
32,"[9, 7]","[0.17448172234997783, 0.5504766392018172]"
33,"[9, 10, 8, 11]","[0.7341315016418137, 3.2964633949271898, 1.696862139694034, 1.9893529064042932]"
34,"[8, 11, 10, 6]","[3.4255844272274203, 2.192348946816754, 1.2762614411203144, 0.9043039102103505]"
35,"[6, 10, 8, 7]","[2.4130137169403594, 0.039608722719024936, 2.7971720964203017, 0.8184949789377176]"
36,[9],[2.022001691078524]
37,"[9, 11]","[2.6577572568054286, 1.4355973404454727]"
38,"[7, 9, 8]","[0.7509982346362823, 1.067195118679448, 0.8437602480284221]"
39,"[8, 9]","[1.8671498963945616, 0.043153252390927266]"
