task_Number,endpoints_location,bandwidth_demand
0,"[7, 10, 8, 9]","[0.559279620453151, 2.156857486847556, 1.5614362942217581, 0.8678754420917201]"
1,"[10, 9, 7, 8]","[1.1238973985773826, 1.462647427418325, 1.4814820880799875, 2.5825691757347506]"
2,"[9, 11, 6, 7]","[1.5527461441470858, 1.0993622096711595, 0.7245356746814262, 0.38770556040284154]"
3,"[6, 8, 11, 9]","[1.6195792304802237, 0.7763700900954424, 2.4932410858614293, 2.776599911533945]"
4,[6],[0.8390166397096683]
5,"[9, 11]","[0.5181568137312922, 2.541941239424369]"
6,[10],[0.1793982019820567]
7,"[8, 9, 11]","[1.2805742221033094, 1.254018682885891, 1.4938450171929847]"
8,"[8, 11, 7]","[0.6494214484563912, 2.347027000601636, 0.7874116814644501]"
9,"[6, 10, 8, 11]","[0.17240985570959821, 1.6394438169436714, 1.6769860405525487, 0.5955790944344868]"
10,"[9, 6, 7]","[1.366188112468891, 1.2684829038397902, 1.0213411120075182]"
11,[7],[0.4064960928545759]
12,"[7, 9, 10]","[0.8335639830582096, 1.0684087963693676, 0.8973697016379302]"
13,"[8, 6, 9]","[2.3178578853939698, 2.3861024649953104, 0.8803066475659592]"
14,[10],[1.2482433674861628]
15,"[8, 11, 6, 10]","[2.1344641682899703, 0.5458298962038062, 1.4785905108320243, 2.1436851310387492]"
16,"[10, 6, 7, 8]","[1.748487478680574, 1.0657870081662026, 1.4532621902761482, 0.24617858484149868]"
17,"[6, 10, 9, 8]","[3.2250943971188084, 0.9691836371895243, 0.09130955819763853, 2.226963049121477]"
18,"[9, 7]","[1.759337128591047, 0.010395774404468705]"
19,[10],[0.9817355319158805]
20,"[10, 8]","[1.3126846884784873, 2.6713595526509906]"
21,"[10, 6, 11, 7]","[0.4538478739651922, 0.7355258418694834, 0.09405476502680976, 0.7875014393266153]"
22,"[6, 10]","[0.8846955841438273, 2.660762219814486]"
23,"[8, 11, 7]","[0.902211405042882, 1.0441909412795134, 2.3311897204963703]"
24,"[6, 11, 7, 10]","[0.856026488919813, 0.8452607539230357, 2.3713350890944547, 1.0165030863822113]"
25,[7],[1.7579528823658734]
26,"[11, 9, 6, 8]","[1.0342093016621339, 2.1382626643565352, 3.1902721265045773, 0.44411832810060936]"
27,"[6, 11, 10, 7]","[1.9188527600544587, 0.04372901068840962, 0.9945140255034137, 0.11990105258192629]"
28,"[11, 6]","[0.4923767506676485, 1.607401953744204]"
29,"[10, 7, 6]","[0.3803222788822146, 0.40716878724033145, 2.510679157659502]"
30,"[6, 7]","[0.5770535045190208, 2.2843592719528814]"
31,"[9, 6, 7, 8]","[0.9384297002476969, 1.5038342430390923, 2.624776317516004, 0.6762017414740646]"
32,"[11, 10, 7]","[2.4944476964037694, 0.2888538355870097, 1.644468238866646]"
33,[8],[1.4806450815040182]
34,"[10, 9, 11, 8]","[0.8209790285380425, 0.9059733058727116, 1.084239703911959, 1.000279904730653]"
35,"[9, 8, 10, 6]","[1.043278172089663, 0.631210195952609, 0.8090771345628928, 0.5714682596965881]"
36,[8],[1.1652483031991265]
37,"[11, 9]","[0.6549591481751859, 2.685570362059675]"
38,"[11, 6, 8]","[1.2732973210485516, 1.6129987371939936, 0.005129303144041586]"
39,"[10, 11, 7, 9]","[0.6001089672762336, 0.15675324904311672, 1.3571764132537396, 0.20730999042768128]"
