data_link, bandwidth_capacity
"(1, 2)",3.4649005155108625
"(3, 2)",3.4649005155108625
"(8, 2)",3.4649005155108625
"(4, 10)",3.4649005155108625
"(7, 1)",3.4649005155108625
"(3, 0)",3.4649005155108625
"(2, 8)",3.4649005155108625
"(9, 3)",3.4649005155108625
"(6, 0)",3.4649005155108625
"(2, 1)",3.4649005155108625
"(3, 9)",3.4649005155108625
"(0, 5)",3.4649005155108625
"(1, 4)",3.4649005155108625
"(5, 4)",3.4649005155108625
"(3, 4)",3.4649005155108625
"(2, 5)",3.4649005155108625
"(1, 0)",3.4649005155108625
"(10, 4)",3.4649005155108625
"(0, 1)",3.4649005155108625
"(0, 3)",3.4649005155108625
"(11, 5)",3.4649005155108625
"(4, 1)",3.4649005155108625
"(4, 3)",3.4649005155108625
"(5, 11)",3.4649005155108625
"(0, 6)",3.4649005155108625
"(5, 0)",3.4649005155108625
"(1, 7)",3.4649005155108625
"(4, 5)",3.4649005155108625
"(2, 3)",3.4649005155108625
"(5, 2)",3.4649005155108625
