,valuation coefficient
0,14.562934499254437
1,29.78472936333333
2,13.092546963581558
3,18.33616237529492
4,21.001827830339995
5,21.870055226547475
6,12.162707012185315
7,182.56784112805025
8,8.243962594625232
9,180.48480520151747
10,14.812912762261528
11,29.788763984515928
12,11.92182276752387
13,28.068816540688896
14,27.08363082646512
15,22.566400575888743
16,21.656556703826702
17,29.956517997178572
18,25.446271167618328
19,191.6050173334627
20,15.69487746110141
21,10.617111887722269
22,20.75318661521379
23,17.061909613063158
24,24.73360309214128
25,28.624042460467177
26,23.916279526945026
27,14.77378221317833
28,21.3925953786429
29,14.034643959148761
30,9.389930080872654
31,12.58117571407758
32,24.403414772290795
33,20.82443311893403
34,23.311981094207233
35,29.439696679503097
36,9.2221129154802
37,193.97624312286348
38,9.925979760770536
39,23.602425026101557
