data_link, bandwidth_capacity
"(1, 2)",3.5249121576755025
"(3, 2)",3.5249121576755025
"(8, 2)",3.5249121576755025
"(4, 10)",3.5249121576755025
"(7, 1)",3.5249121576755025
"(3, 0)",3.5249121576755025
"(2, 8)",3.5249121576755025
"(9, 3)",3.5249121576755025
"(6, 0)",3.5249121576755025
"(2, 1)",3.5249121576755025
"(3, 9)",3.5249121576755025
"(0, 5)",3.5249121576755025
"(1, 4)",3.5249121576755025
"(5, 4)",3.5249121576755025
"(3, 4)",3.5249121576755025
"(2, 5)",3.5249121576755025
"(1, 0)",3.5249121576755025
"(10, 4)",3.5249121576755025
"(0, 1)",3.5249121576755025
"(0, 3)",3.5249121576755025
"(11, 5)",3.5249121576755025
"(4, 1)",3.5249121576755025
"(4, 3)",3.5249121576755025
"(5, 11)",3.5249121576755025
"(0, 6)",3.5249121576755025
"(5, 0)",3.5249121576755025
"(1, 7)",3.5249121576755025
"(4, 5)",3.5249121576755025
"(2, 3)",3.5249121576755025
"(5, 2)",3.5249121576755025
