,arrive_time,finish_time,start_time,usage_time
0,0.04962971289723117,11,1,3
1,1.3326414598458236,9,2,3
2,1.7002548949947527,10,3,2
3,1.9536064192631242,11,2,3
4,2.48687592602423,8,3,1
5,2.609727557638349,9,3,1
6,3.2855144240859224,11,4,1
7,3.3313361881242773,11,4,3
8,3.402696290391826,11,4,3
9,3.448552643038485,11,5,1
10,3.713272332345443,11,5,1
11,4.271584693535461,11,5,1
12,4.474651640537681,11,5,2
13,4.516719128352097,11,5,1
14,4.518125471447868,11,6,2
15,4.6844701089482,11,6,3
16,4.9560489674076855,11,6,3
17,5.105291806250044,11,7,2
18,5.135816275210965,11,6,1
19,5.464865235181788,11,6,2
20,5.539114655164319,11,6,3
21,6.243830175771389,11,8,1
22,6.271868490888557,11,8,1
23,6.402384765028449,11,7,3
24,6.424619690354529,11,7,1
25,6.473768505454773,11,7,3
26,6.547901234815906,11,8,1
27,6.852661833666149,11,8,2
28,7.097618635194115,11,8,1
29,7.120467630680027,11,9,2
30,7.451278174719514,11,8,2
31,8.21679014550692,11,10,1
32,8.470462828430955,11,9,3
33,9.288350113678714,11,11,1
34,9.30043006996963,11,11,1
35,9.39221021933151,11,11,1
36,9.43792253470773,11,11,1
37,9.587045241686432,11,11,1
38,9.594149877885386,11,11,1
39,9.82687260234978,11,11,1
