task_Number,endpoints_location,bandwidth_demand
0,[7],[1.1295862905369565]
1,[7],[0.6466074965624367]
2,"[9, 11, 7]","[1.4441316394889354, 2.585958939178931, 0.8606329483615792]"
3,"[9, 8]","[0.9923030232077995, 2.4147270485201364]"
4,"[9, 8]","[0.579784574221657, 1.3743459831868061]"
5,"[7, 8]","[0.5937040177208475, 0.9910502938209089]"
6,"[11, 6]","[2.486700048492053, 0.5505478750333529]"
7,"[8, 10, 7]","[1.746848187511495, 2.1587054632398126, 1.7090074472417498]"
8,"[7, 11, 10, 6]","[1.585433862813233, 0.13224557255188485, 1.992226295514252, 1.1880699364079708]"
9,"[11, 8, 7, 10]","[2.4599464917848857, 1.950774403234011, 1.2039128158665102, 1.3090003336607339]"
10,[9],[1.0635513084901025]
11,"[7, 8]","[0.7194980187826763, 0.6148254264725034]"
12,"[8, 6, 11, 7]","[2.8427909076811817, 1.5267474468266609, 0.7582411640810448, 0.9641713141274485]"
13,"[7, 9, 8, 10]","[1.8052923001065668, 2.7171031136507153, 1.070595630671359, 2.4523522777595446]"
14,"[10, 11, 8, 7]","[0.5062932064086385, 0.8773630452780339, 0.8693050594535694, 0.949280539083369]"
15,"[10, 8, 6, 7]","[0.7108392165523322, 0.9671988468737058, 2.242338119926903, 1.133267306352871]"
16,"[9, 10, 7]","[1.9666561470776478, 3.0015967354805833, 0.9508983950673369]"
17,"[9, 7, 10, 6]","[1.9193107894040748, 1.6102959778498875, 1.6442679501272335, 2.192881333003544]"
18,"[11, 9, 7, 10]","[0.7520993015768473, 2.1824430220854487, 0.0704812456918964, 3.43006887459416]"
19,"[10, 9, 6, 8]","[1.6694430126594297, 0.732709642705425, 0.018561163886210763, 0.9461263359586088]"
20,[7],[0.7872454066417707]
21,"[10, 8]","[1.6023829141734103, 1.496480962794955]"
22,"[10, 8, 9, 6]","[0.4673622483416947, 1.3297946359191557, 1.3162288798030013, 1.944169660323736]"
23,"[9, 7, 11, 6]","[2.3216174421145137, 0.16530220008139462, 2.908066128883978, 1.771265994486431]"
24,[9],[0.2124355990589072]
25,"[6, 7, 11, 8]","[2.6820145247719567, 1.0003659631046045, 1.5970577548541214, 2.0694021184848728]"
26,"[8, 7]","[0.22249664000903135, 3.4342071900611875]"
27,[11],[0.6505890465048249]
28,"[9, 10]","[2.1252214613327984, 0.44168020044735945]"
29,"[10, 11]","[1.917936344595288, 0.9376717166246306]"
30,"[6, 7, 11]","[0.45723371831166304, 0.45128579115332235, 0.9426860458394732]"
31,"[9, 11, 10]","[0.05191530101297759, 0.9900972555411688, 0.29605127446228163]"
32,"[7, 9, 10]","[1.42119250613891, 1.1451635290734505, 3.2284173578873694]"
33,[7],[1.2625681935894388]
34,[8],[0.7493035778808637]
35,"[11, 9]","[2.0880762022193857, 2.0252297121863974]"
36,"[11, 8, 7]","[1.225508915175223, 1.1400026144117763, 0.6795450175896004]"
37,"[8, 11, 10, 6]","[0.5977083632348978, 3.647893475239037, 1.333247910315833, 0.532918205450003]"
38,"[9, 10, 6]","[1.7711542988381939, 0.06986673764857243, 0.7661136555051357]"
39,[10],[0.7807386639235623]
