data_link, bandwidth_capacity
"(1, 2)",4.223504535148011
"(3, 2)",4.223504535148011
"(8, 2)",4.223504535148011
"(4, 10)",4.223504535148011
"(7, 1)",4.223504535148011
"(3, 0)",4.223504535148011
"(2, 8)",4.223504535148011
"(9, 3)",4.223504535148011
"(6, 0)",4.223504535148011
"(2, 1)",4.223504535148011
"(3, 9)",4.223504535148011
"(0, 5)",4.223504535148011
"(1, 4)",4.223504535148011
"(5, 4)",4.223504535148011
"(3, 4)",4.223504535148011
"(2, 5)",4.223504535148011
"(1, 0)",4.223504535148011
"(10, 4)",4.223504535148011
"(0, 1)",4.223504535148011
"(0, 3)",4.223504535148011
"(11, 5)",4.223504535148011
"(4, 1)",4.223504535148011
"(4, 3)",4.223504535148011
"(5, 11)",4.223504535148011
"(0, 6)",4.223504535148011
"(5, 0)",4.223504535148011
"(1, 7)",4.223504535148011
"(4, 5)",4.223504535148011
"(2, 3)",4.223504535148011
"(5, 2)",4.223504535148011
