,valuation coefficient
0,28.69681828750332
1,29.69325530582096
2,11.650730054971433
3,19.99740200401584
4,11.0737054866897
5,183.13341957606067
6,23.9994253296828
7,24.496842624206852
8,197.9023144137165
9,9.525996846219902
10,19.89292894943948
11,13.423637707219838
12,11.090402365435493
13,26.92740180459143
14,25.016793813405226
15,27.824920511380363
16,22.467474525023093
17,193.36784097790283
18,23.29155769382391
19,16.865653127295783
20,25.580934001436287
21,26.455732517223826
22,26.6291217762521
23,20.392922549340607
24,186.73147767629345
25,14.74850038283667
26,12.071377150630347
27,22.51880768278779
28,23.146490774207212
29,12.551620664148187
30,19.463837223313753
31,25.516415765634857
32,18.100117981069275
33,12.643055252793719
34,22.684341919881163
35,26.129055103998816
36,25.08337341948211
37,28.220566476798684
38,20.159383079969654
39,15.992119860079578
