task_Number,endpoints_location,bandwidth_demand
0,"[10, 6, 11, 9]","[3.2777140254105035, 0.7878966907759499, 2.042141382128188, 1.6183144887265253]"
1,"[10, 9]","[0.9469624071284907, 1.834739989046254]"
2,"[8, 10, 6]","[2.5981939771087808, 1.215563940020542, 2.847504882830072]"
3,[7],[0.6355631734221938]
4,"[9, 10]","[3.4189736362433956, 3.2147960973099794]"
5,[8],[0.45889928828138327]
6,"[9, 7, 8]","[1.9697532574193117, 2.087353246197072, 1.888426614640835]"
7,"[11, 10]","[2.198901280835141, 2.6155979610588487]"
8,"[10, 8, 6]","[1.8050181580354572, 0.9721566887759928, 1.6420182897183615]"
9,[10],[1.0277591603001928]
10,[7],[2.5178295555060917]
11,"[11, 6, 8]","[2.216804232653396, 1.6052221523046188, 1.8191136707027358]"
12,"[10, 7]","[0.3962182874774841, 1.6402086190558347]"
13,"[7, 10]","[2.092249048485473, 1.4779529088904877]"
14,"[11, 7]","[0.005744087120357899, 1.082170124997505]"
15,"[9, 11]","[1.372231481307256, 1.550858035869152]"
16,"[7, 9, 8, 6]","[2.070482885301149, 1.8524207184623909, 1.1765496094006636, 0.3906817506435655]"
17,"[7, 6]","[0.9958861930250654, 1.0315495321780368]"
18,"[11, 6, 9]","[1.5510332474571968, 2.1195453494070073, 1.9154367641143946]"
19,"[9, 11, 6]","[0.5115851193863381, 0.8013368418266167, 0.4142798282018162]"
20,"[8, 7]","[0.5816445252781408, 0.7786847521267772]"
21,[9],[0.47980816682863703]
22,"[10, 11]","[0.8967871123361109, 0.9518491092335495]"
23,"[11, 6, 10]","[1.6832315423498567, 0.3909393759185964, 1.2593667116578953]"
24,"[8, 9]","[0.9739714645604095, 2.708668700279244]"
25,[8],[2.2883419701034784]
26,[10],[1.6783711909492491]
27,"[11, 9, 6]","[0.730476786113227, 0.9249272934060261, 0.28223703234976516]"
28,[6],[0.3575340829640714]
29,"[9, 6, 11]","[0.22620887820072177, 0.015308405932343394, 2.6823883090927163]"
30,"[8, 7]","[0.9966698080673837, 2.7086980155208056]"
31,"[8, 9]","[2.2005262919359776, 2.315641618580739]"
32,"[7, 10]","[1.2031566954236654, 0.935951197544056]"
33,"[8, 9]","[0.26303630856959814, 1.553464609666059]"
34,[6],[1.3926703125191824]
35,[11],[2.5339229410326727]
36,"[9, 10]","[2.335586052617967, 2.3936015568597417]"
37,"[9, 8, 7, 10]","[1.2798161647924244, 2.783343969537844, 0.2617298762877214, 1.7900250427977853]"
38,"[10, 11, 6, 7]","[1.6537385195416516, 1.1773853869526711, 1.3470926232874, 0.39693882586876494]"
39,[6],[0.9251276669425319]
